Generation,PID, Epoch, Training Loss, Validation Loss,Best Loss(Generation), Accuracy,EarlyStopCount,RunTime
0,0,0,0.24335045,0.1847298,0.1847298,0.5775,   0/  3,3.81366611
0,0,1,0.18196872,0.17800586,0.17800586,0.5965,   0/  3,3.82701445
0,0,2,0.17832717,0.17715734,0.17715734,0.6175,   0/  3,3.83519125
0,0,3,0.17770405,0.17799729,0.17715734,0.6056,   1/  3,3.8378911
0,0,4,0.17668824,0.17693598,0.17693598,0.6017,   1/  3,3.83859849
0,0,5,0.17579126,0.1753909,0.1753909,0.6071,   1/  3,3.8337307
0,0,6,0.17646364,0.17351151,0.17351151,0.6192,   1/  3,3.8345964
0,0,7,0.17493933,0.18579473,0.17351151,0.5936,   2/  3,3.83939314
0,0,8,0.17404167,0.17656158,0.17351151,0.6086,   3/  3,3.84230447
0,1,0,0.38285916,0.32499616,0.32499616,0.1135,   0/  3,3.32417464
0,1,1,0.32495962,0.32491452,0.32491452,0.1135,   0/  3,3.34380221
0,1,2,0.32495237,0.32492648,0.32491452,0.1135,   1/  3,3.34793854
0,1,3,0.32495779,0.32492361,0.32491452,0.1135,   2/  3,3.34698963
0,1,4,0.32495308,0.32490993,0.32490993,0.1135,   2/  3,3.35098577
0,1,5,0.32495504,0.32493674,0.32490993,0.1135,   3/  3,3.34881949
0,2,0,0.38257563,0.32502716,0.32502716,0.1135,   0/  3,3.24975705
0,2,1,0.32496291,0.32495139,0.32495139,0.1135,   0/  3,3.26652145
0,2,2,0.32495716,0.32493597,0.32493597,0.1135,   0/  3,3.26315737
0,2,3,0.32495459,0.32492451,0.32492451,0.1135,   0/  3,3.27402949
0,2,4,0.3249608,0.32490569,0.32490569,0.1135,   0/  3,3.27546477
0,2,5,0.3249551,0.32493073,0.32490569,0.1135,   1/  3,3.26636291
0,2,6,0.3249533,0.32494171,0.32490569,0.1135,   2/  3,3.27034521
0,2,7,0.32495553,0.32492346,0.32490569,0.1135,   3/  3,3.26921153
0,3,0,0.26988172,0.2474329,0.2474329,0.4812,   0/  3,3.74270082
0,3,1,0.2414716,0.23517869,0.23517869,0.4882,   0/  3,3.76137495
0,3,2,0.22962686,0.22552676,0.22552676,0.5128,   0/  3,3.7616775
0,3,3,0.22245471,0.2183243,0.2183243,0.5074,   0/  3,3.76076746
0,3,4,0.21275213,0.20916658,0.20916658,0.5322,   0/  3,3.75780773
0,3,5,0.20333977,0.19858033,0.19858033,0.5638,   0/  3,3.76481271
0,3,6,0.19607628,0.19480184,0.19480184,0.585,   0/  3,3.7573421
0,3,7,0.18688081,0.19241956,0.19241956,0.6322,   0/  3,3.76982141
0,3,8,0.17707557,0.18196494,0.18196494,0.6362,   0/  3,3.77284908
0,3,9,0.17301179,0.17279635,0.17279635,0.6511,   0/  3,3.79012847
0,3,10,0.17081513,0.17983496,0.17279635,0.6339,   1/  3,3.79908824
0,3,11,0.16931957,0.17025758,0.17025758,0.6583,   1/  3,3.8110261
0,3,12,0.16850002,0.17028284,0.17025758,0.6561,   2/  3,3.84582376
0,3,13,0.16822014,0.17395993,0.17025758,0.6507,   3/  3,3.89100599
0,4,0,0.38999694,0.32503273,0.32503273,0.1135,   0/  3,3.3423748
0,4,1,0.32496418,0.32491063,0.32491063,0.1135,   0/  3,3.37263894
0,4,2,0.3249533,0.32490262,0.32490262,0.1135,   0/  3,3.37731862
0,4,3,0.32495951,0.32492209,0.32490262,0.1135,   1/  3,3.37543392
0,4,4,0.32494805,0.3249351,0.32490262,0.1135,   2/  3,3.37098336
0,4,5,0.32495924,0.32492917,0.32490262,0.1135,   3/  3,3.37347865
0,5,0,0.24075894,0.17529402,0.17529402,0.5776,   0/  3,3.94974232
0,5,1,0.16188141,0.1453536,0.1453536,0.6659,   0/  3,3.98179841
0,5,2,0.14984199,0.14350509,0.14350509,0.6805,   0/  3,3.98484206
0,5,3,0.14552869,0.144803,0.14350509,0.674,   1/  3,3.98410106
0,5,4,0.14360626,0.14360097,0.14350509,0.6848,   2/  3,3.98750639
0,5,5,0.14155399,0.14044432,0.14044432,0.6936,   2/  3,3.98834038
0,5,6,0.1365194,0.13487182,0.13487182,0.7145,   2/  3,3.98723865
0,5,7,0.13379143,0.13242145,0.13242145,0.715,   2/  3,3.99093723
0,5,8,0.13230013,0.1314456,0.1314456,0.7224,   2/  3,4.01470065
0,5,9,0.13172397,0.12882949,0.12882949,0.7258,   2/  3,4.06546259
0,5,10,0.13071303,0.13000869,0.12882949,0.7257,   3/  3,4.14161634
0,6,0,0.32764213,0.28001187,0.28001187,0.3441,   0/  3,3.23648548
0,6,1,0.26421073,0.25293413,0.25293413,0.3234,   0/  3,3.26114106
0,6,2,0.25397265,0.24821133,0.24821133,0.3446,   0/  3,3.26353669
0,6,3,0.24962571,0.24451699,0.24451699,0.3795,   0/  3,3.26424098
0,6,4,0.24488655,0.24227711,0.24227711,0.3333,   0/  3,3.26757812
0,6,5,0.24299661,0.24240641,0.24227711,0.3705,   1/  3,3.26421714
0,6,6,0.24123823,0.24318365,0.24227711,0.3738,   2/  3,3.26266193
0,6,7,0.24019814,0.24778939,0.24227711,0.3638,   3/  3,3.26372004
0,7,0,0.32309392,0.28115807,0.28115807,0.2973,   0/  3,3.94922781
0,7,1,0.26879747,0.2370057,0.2370057,0.4451,   0/  3,3.99150515
0,7,2,0.21658479,0.20178239,0.20178239,0.5111,   0/  3,3.97806215
0,7,3,0.19956573,0.19404052,0.19404052,0.5443,   0/  3,3.97255683
0,7,4,0.19407251,0.19027024,0.19027024,0.5924,   0/  3,3.9742372
0,7,5,0.19046652,0.19127778,0.19027024,0.5887,   1/  3,3.96917391
0,7,6,0.18878867,0.18911615,0.18911615,0.5916,   1/  3,3.9697206
0,7,7,0.18696812,0.18984155,0.18911615,0.583,   2/  3,3.98071074
