Generation,PID,Epoch,Training Loss,Validation Loss,Best Loss(Generation), Accuracy,StopCount,Runtime
2,4,5,0.27175325,0.27032298,0.27032298,0.3174,   1/  3,3.91663694
2,4,6,0.26869275,0.26830139,0.26830139,0.3747,   1/  3,3.91364455
2,4,7,0.26517379,0.26432248,0.26432248,0.375,   1/  3,3.91407132
2,4,8,0.26391363,0.26422043,0.26422043,0.3116,   1/  3,3.92888713
2,4,9,0.26319999,0.26291561,0.26291561,0.3815,   1/  3,3.96614242
2,4,10,0.26270763,0.2650428,0.26291561,0.3139,   2/  3,4.00550342
2,4,11,0.26244629,0.26479754,0.26291561,0.3091,   3/  3,4.02892113
2,5,0,0.20866001,0.16089459,0.16089459,0.6654,   0/  3,3.98901033
2,5,1,0.14455074,0.134207,0.134207,0.7173,   0/  3,4.0359962
2,5,2,0.12583435,0.1190218,0.1190218,0.7675,   0/  3,4.04568434
2,5,3,0.11908298,0.12245762,0.1190218,0.7921,   1/  3,4.03769469
2,5,4,0.11233928,0.11421899,0.11421899,0.7812,   1/  3,4.01558971
2,5,5,0.10559397,0.1042474,0.1042474,0.8257,   1/  3,4.01709938
2,5,6,0.10078307,0.10116305,0.10116305,0.842,   1/  3,4.02227259
2,5,7,0.09715953,0.0996136,0.0996136,0.8512,   1/  3,4.03061914
2,5,8,0.09376185,0.09449221,0.09449221,0.8571,   1/  3,4.039644
2,5,9,0.09012394,0.1009174,0.09449221,0.8543,   2/  3,4.07655859
2,5,10,0.08839118,0.08780693,0.08780693,0.8596,   2/  3,4.1189158
2,5,11,0.08436341,0.08429803,0.08429803,0.8699,   2/  3,4.1353755
2,5,12,0.08086218,0.08283188,0.08283188,0.8729,   2/  3,4.20419788
2,5,13,0.07921046,0.08686895,0.08283188,0.8654,   3/  3,4.28988647
2,6,0,0.34835002,0.32497733,0.32497733,0.1135,   0/  3,3.77553678
2,6,1,0.32498823,0.32496357,0.32496357,0.1135,   0/  3,3.79272079
2,6,2,0.32501055,0.32493614,0.32493614,0.1135,   0/  3,3.79652143
2,6,3,0.32502136,0.32494457,0.32493614,0.1135,   1/  3,3.7972579
2,6,4,0.3249948,0.32500155,0.32493614,0.1135,   2/  3,3.78928232
2,6,5,0.32501447,0.32504001,0.32493614,0.1135,   3/  3,3.79668164
2,7,0,0.34190373,0.32508763,0.32508763,0.101,   0/  3,4.077245
2,7,1,0.32504189,0.32504585,0.32504585,0.1135,   0/  3,4.09631252
2,7,2,0.32506146,0.32500014,0.32500014,0.1135,   0/  3,4.10484505
2,7,3,0.32507205,0.32499202,0.32499202,0.1135,   0/  3,4.10531902
2,7,4,0.3250603,0.32497148,0.32497148,0.1135,   0/  3,4.10559869
2,7,5,0.32505395,0.3250048,0.32497148,0.1135,   1/  3,4.11229777
2,7,6,0.3250511,0.3251105,0.32497148,0.1135,   2/  3,4.10650897
2,7,7,0.32506129,0.32501583,0.32497148,0.1135,   3/  3,4.11592388
2,8,0,0.34381489,0.32506791,0.32506791,0.1135,   0/  3,3.13457251
2,8,1,0.32502817,0.32507663,0.32506791,0.1135,   1/  3,3.14347219
2,8,2,0.3250166,0.32503392,0.32503392,0.101,   1/  3,3.14517617
2,8,3,0.32503332,0.32498013,0.32498013,0.1135,   1/  3,3.14222074
2,8,4,0.32501569,0.32505643,0.32498013,0.1135,   2/  3,3.15214491
2,8,5,0.32501975,0.32503924,0.32498013,0.1135,   3/  3,3.13727689
2,9,0,0.32434251,0.29054141,0.29054141,0.2997,   0/  3,3.81551433
2,9,1,0.28353198,0.28169825,0.28169825,0.3012,   0/  3,3.83654022
2,9,2,0.27905261,0.27895893,0.27895893,0.3153,   0/  3,3.83297062
2,9,3,0.27792463,0.28105939,0.27895893,0.3224,   1/  3,3.82843757
2,9,4,0.27738839,0.28002866,0.27895893,0.3103,   2/  3,3.83429456
2,9,5,0.2768178,0.27993832,0.27895893,0.3107,   3/  3,3.82880378
3,0,0,0.25701106,0.19192929,0.19192929,0.5852,   0/  3,3.36681199
3,0,1,0.17481039,0.16227747,0.16227747,0.6584,   0/  3,3.39565563
3,0,2,0.16148084,0.15462417,0.15462417,0.6667,   0/  3,3.3934803
3,0,3,0.13868418,0.1194813,0.1194813,0.7796,   0/  3,3.38807631
3,0,4,0.12588229,0.12812934,0.1194813,0.7669,   1/  3,3.38411689
3,0,5,0.12250927,0.1201129,0.1194813,0.7852,   2/  3,3.38513994
3,0,6,0.11919444,0.12004106,0.1194813,0.7866,   3/  3,3.38088298
3,1,0,0.36935437,0.32493361,0.32493361,0.1135,   0/  3,3.3230176
3,1,1,0.32499519,0.32498663,0.32493361,0.1135,   1/  3,3.35142183
3,1,2,0.32501096,0.32491064,0.32491064,0.1135,   1/  3,3.35408425
3,1,3,0.3250096,0.32495095,0.32491064,0.1135,   2/  3,3.35143876
3,1,4,0.32501112,0.32495614,0.32491064,0.1135,   3/  3,3.34826612
3,2,0,0.2454772,0.18707401,0.18707401,0.605,   0/  3,3.98506689
3,2,1,0.16386445,0.14254428,0.14254428,0.6969,   0/  3,3.99544835
3,2,2,0.13844828,0.12923193,0.12923193,0.7234,   0/  3,3.99611664
3,2,3,0.12977938,0.12006791,0.12006791,0.7411,   0/  3,3.99547648
3,2,4,0.11653461,0.11594818,0.11594818,0.7611,   0/  3,3.98938417
3,2,5,0.11046276,0.105842,0.105842,0.7972,   0/  3,3.99918818
3,2,6,0.10418055,0.10285417,0.10285417,0.8049,   0/  3,3.99235225
3,2,7,0.10160287,0.10085388,0.10085388,0.808,   0/  3,4.00320959
3,2,8,0.10039505,0.10401917,0.10085388,0.8134,   1/  3,4.01063156
3,2,9,0.0994163,0.09923183,0.09923183,0.8128,   1/  3,4.03965569
3,2,10,0.09840845,0.11243191,0.09923183,0.7684,   2/  3,4.07552648
3,2,11,0.09757974,0.10131745,0.09923183,0.8117,   3/  3,4.09405661
3,3,0,0.27740483,0.20512492,0.20512492,0.4633,   0/  3,4.00848937
3,3,1,0.1924678,0.17506508,0.17506508,0.6242,   0/  3,4.0333488
3,3,2,0.16953917,0.15334244,0.15334244,0.7251,   0/  3,4.04837251
3,3,3,0.14202809,0.13446536,0.13446536,0.7664,   0/  3,4.04943514
3,3,4,0.1285826,0.11936222,0.11936222,0.7748,   0/  3,4.0519228
3,3,5,0.11773825,0.1141056,0.1141056,0.791,   0/  3,4.04871964
3,3,6,0.1120149,0.11044244,0.11044244,0.8084,   0/  3,4.05053043
3,3,7,0.10975613,0.1085676,0.1085676,0.8091,   0/  3,4.04740763
3,3,8,0.10791109,0.10701294,0.10701294,0.8222,   0/  3,4.05352831
3,3,9,0.10573819,0.10750443,0.10701294,0.8208,   1/  3,4.10640407
3,3,10,0.10395337,0.10321641,0.10321641,0.8279,   1/  3,4.17802024
3,3,11,0.10195245,0.10262059,0.10262059,0.8288,   1/  3,4.20035386
3,3,12,0.10003457,0.10192114,0.10192114,0.8421,   1/  3,4.27412319
3,3,13,0.09887633,0.10112194,0.10112194,0.8415,   1/  3,4.48761988
3,3,14,0.09789313,0.09859927,0.09859927,0.8423,   1/  3,4.50925517
3,3,15,0.09732427,0.09549646,0.09549646,0.8494,   1/  3,4.50584292
3,3,16,0.09642929,0.09741523,0.09549646,0.8442,   2/  3,4.49434781
3,3,17,0.09600995,0.09805122,0.09549646,0.8376,   3/  3,4.50412631
3,4,0,0.34829172,0.32494765,0.32494765,0.1135,   0/  3,3.77322936
3,4,1,0.32498403,0.32496926,0.32494765,0.1135,   1/  3,3.78660202
3,4,2,0.32499472,0.32493738,0.32493738,0.1135,   1/  3,3.79048514
3,4,3,0.32499027,0.32496389,0.32493738,0.1135,   2/  3,3.78252745
3,4,4,0.32498981,0.32497333,0.32493738,0.1135,   3/  3,3.78539705
3,5,0,0.24159283,0.1831406,0.1831406,0.6116,   0/  3,4.03275418
3,5,1,0.16598235,0.1576181,0.1576181,0.6489,   0/  3,4.05940104
3,5,2,0.15568975,0.15183642,0.15183642,0.6834,   0/  3,4.05614686
3,5,3,0.15206367,0.15039629,0.15039629,0.6981,   0/  3,4.06451964
3,5,4,0.14990875,0.14874201,0.14874201,0.689,   0/  3,4.05691934
3,5,5,0.14884787,0.15172672,0.14874201,0.6969,   1/  3,4.05930614
3,5,6,0.1485612,0.14898432,0.14874201,0.6926,   2/  3,4.0626204
3,5,7,0.14663714,0.15143283,0.14874201,0.6926,   3/  3,4.05839801
3,6,0,0.33488956,0.2947891,0.2947891,0.2072,   0/  3,3.79987192
3,6,1,0.28396914,0.27994559,0.27994559,0.2346,   0/  3,3.83060575
3,6,2,0.27773183,0.2778574,0.2778574,0.2712,   0/  3,3.83977675
3,6,3,0.27543974,0.27596389,0.27596389,0.2774,   0/  3,3.83232713
3,6,4,0.27479639,0.27456712,0.27456712,0.2486,   0/  3,3.82753944
3,6,5,0.27413311,0.2737894,0.2737894,0.2513,   0/  3,3.83411598
3,6,6,0.27329667,0.27291026,0.27291026,0.2727,   0/  3,3.83531332
3,6,7,0.27250767,0.27212913,0.27212913,0.2733,   0/  3,3.8357296
3,6,8,0.27202415,0.27211896,0.27211896,0.2551,   0/  3,3.84080839
3,6,9,0.27122488,0.27074061,0.27074061,0.2671,   0/  3,3.86791897
3,6,10,0.27017817,0.26975271,0.26975271,0.2819,   0/  3,3.88441586
3,6,11,0.26906756,0.26862565,0.26862565,0.2848,   0/  3,3.90487504
3,6,12,0.26852981,0.26858289,0.26858289,0.2769,   0/  3,3.95177746
3,6,13,0.26923603,0.2717735,0.26858289,0.2203,   1/  3,4.03139925
3,6,14,0.2688628,0.26938178,0.26858289,0.2432,   2/  3,4.04832673
3,6,15,0.26876032,0.26860836,0.26858289,0.2851,   3/  3,4.03740025
3,7,0,0.20192793,0.1568882,0.1568882,0.7005,   0/  3,3.98765206
3,7,1,0.13214507,0.12815342,0.12815342,0.7723,   0/  3,4.01278925
3,7,2,0.11780407,0.11540582,0.11540582,0.819,   0/  3,4.01669478
3,7,3,0.10816979,0.11057136,0.11057136,0.8226,   0/  3,4.01391912
3,7,4,0.10259878,0.10231459,0.10231459,0.8283,   0/  3,4.01444626
3,7,5,0.09989973,0.10534743,0.10231459,0.8306,   1/  3,4.01892471
3,7,6,0.09744832,0.09508374,0.09508374,0.8425,   1/  3,4.01896048
3,7,7,0.09538965,0.09588816,0.09508374,0.8405,   2/  3,4.02023935
3,7,8,0.09335421,0.09273417,0.09273417,0.8485,   2/  3,4.03535819
3,7,9,0.09107193,0.09301156,0.09273417,0.8475,   3/  3,4.08145499
3,8,0,0.34527932,0.32502177,0.32502177,0.1135,   0/  3,3.98002219
3,8,1,0.32504117,0.32502671,0.32502177,0.1135,   1/  3,4.01149511
3,8,2,0.32504237,0.32503603,0.32502177,0.1028,   2/  3,4.0013063
3,8,3,0.32503339,0.32512655,0.32502177,0.1028,   3/  3,4.01326776
3,9,0,0.39059107,0.32508416,0.32508416,0.1136,   0/  3,3.94327354
3,9,1,0.32497467,0.32490425,0.32490425,0.1136,   0/  3,3.96728444
3,9,2,0.32488771,0.32491877,0.32490425,0.1135,   1/  3,3.96213102
3,9,3,0.32495147,0.32496153,0.32490425,0.1135,   2/  3,3.96146846
3,9,4,0.32495803,0.32492321,0.32490425,0.1135,   3/  3,3.97069621
4,0,0,0.36175259,0.32496123,0.32496123,0.1135,   0/  3,3.13799834
4,0,1,0.32499634,0.32499233,0.32496123,0.1028,   1/  3,3.14670539
4,0,2,0.3249949,0.32497572,0.32496123,0.1135,   2/  3,3.14536262
4,0,3,0.32499267,0.32499015,0.32496123,0.1135,   3/  3,3.14958
4,1,0,0.25711258,0.1833098,0.1833098,0.5067,   0/  3,4.00453877
4,1,1,0.16860832,0.15101993,0.15101993,0.6841,   0/  3,4.04691029
4,1,2,0.1384869,0.13201369,0.13201369,0.7411,   0/  3,4.03756332
4,1,3,0.12757251,0.12299365,0.12299365,0.7787,   0/  3,4.04499793
4,1,4,0.12216408,0.13119383,0.12299365,0.7449,   1/  3,4.04139161
4,1,5,0.11922674,0.12247503,0.12247503,0.7759,   1/  3,4.04128456
4,1,6,0.11732308,0.12075109,0.12075109,0.7815,   1/  3,4.04419136
4,1,7,0.11610906,0.11490509,0.11490509,0.794,   1/  3,4.04921293
4,1,8,0.11530751,0.11423951,0.11423951,0.7986,   1/  3,4.06104302
4,1,9,0.11461621,0.12035341,0.11423951,0.7729,   2/  3,4.11434436
4,1,10,0.11432258,0.11469083,0.11423951,0.7904,   3/  3,4.19857883
4,2,0,0.30182899,0.28218899,0.28218899,0.2126,   0/  3,4.05874634
4,2,1,0.28289687,0.28129251,0.28129251,0.2053,   0/  3,4.09470487
4,2,2,0.2807977,0.27483535,0.27483535,0.257,   0/  3,4.09607911
4,2,3,0.26790122,0.25921966,0.25921966,0.2892,   0/  3,4.08921003
4,2,4,0.25686039,0.25452808,0.25452808,0.3004,   0/  3,4.08510041
4,2,5,0.25471093,0.2511099,0.2511099,0.3166,   0/  3,4.0859921
4,2,6,0.25461191,0.25047563,0.25047563,0.3228,   0/  3,4.08752823
4,2,7,0.25470433,0.25264073,0.25047563,0.3234,   1/  3,4.08514667
4,2,8,0.25410145,0.25081828,0.25047563,0.3185,   2/  3,4.09629536
4,2,9,0.25471891,0.25272105,0.25047563,0.31,   3/  3,4.1651082
4,3,0,0.36337981,0.31269799,0.31269799,0.2187,   0/  3,3.74573898
4,3,1,0.29925341,0.28925509,0.28925509,0.2257,   0/  3,3.76531768
4,3,2,0.28421921,0.28255903,0.28255903,0.2492,   0/  3,3.76178694
4,3,3,0.28039875,0.28095309,0.28095309,0.2548,   0/  3,3.76701713
4,3,4,0.27902623,0.2793439,0.2793439,0.2573,   0/  3,3.76610565
4,3,5,0.27824702,0.2786695,0.2786695,0.2818,   0/  3,3.7664094
4,3,6,0.27757006,0.2781938,0.2781938,0.2714,   0/  3,3.77416158
4,3,7,0.2766648,0.27717756,0.27717756,0.2971,   0/  3,3.76668811
4,3,8,0.27529365,0.27573707,0.27573707,0.2961,   0/  3,3.77176261
4,3,9,0.27309667,0.2724105,0.2724105,0.2876,   0/  3,3.7827909
4,3,10,0.26939411,0.26834313,0.26834313,0.2763,   0/  3,3.80090714
4,3,11,0.26749104,0.26810876,0.26810876,0.2675,   0/  3,3.81187153
4,3,12,0.2669331,0.26730825,0.26730825,0.2683,   0/  3,3.82258797
4,3,13,0.26668497,0.26663556,0.26663556,0.2531,   0/  3,3.84683514
4,3,14,0.26645848,0.26651446,0.26651446,0.2483,   0/  3,3.8907187
4,3,15,0.2661419,0.26630678,0.26630678,0.2407,   0/  3,3.87798405
4,3,16,0.26585439,0.26580028,0.26580028,0.2289,   0/  3,3.8767972
4,3,17,0.26557237,0.26573143,0.26573143,0.2239,   0/  3,3.88157749
4,3,18,0.26530573,0.26540942,0.26540942,0.2269,   0/  3,3.88900971
4,3,19,0.26518223,0.26523801,0.26523801,0.221,   0/  3,3.88386011
4,3,20,0.26507992,0.26527701,0.26523801,0.2253,   1/  3,3.88563561
4,3,21,0.26505161,0.26529826,0.26523801,0.2154,   2/  3,3.88824701
4,3,22,0.26497926,0.26524961,0.26523801,0.2128,   3/  3,3.88021207
4,4,0,0.23405509,0.19850386,0.19850386,0.519,   0/  3,4.02186513
4,4,1,0.17803473,0.17454898,0.17454898,0.5908,   0/  3,4.06607676
4,4,2,0.17352411,0.17151509,0.17151509,0.5933,   0/  3,4.06683469
4,4,3,0.17277151,0.17083785,0.17083785,0.6001,   0/  3,4.07150578
4,4,4,0.17133946,0.17004725,0.17004725,0.5924,   0/  3,4.06417823
4,4,5,0.17051377,0.16779183,0.16779183,0.5934,   0/  3,4.07054591
4,4,6,0.16989299,0.16384889,0.16384889,0.6118,   0/  3,4.06918979
4,4,7,0.16881227,0.16470932,0.16384889,0.623,   1/  3,4.06537724
4,4,8,0.16913646,0.16949411,0.16384889,0.6079,   2/  3,4.08386445
4,4,9,0.16873427,0.16643337,0.16384889,0.6154,   3/  3,4.16444111
4,5,0,0.26502342,0.23244417,0.23244417,0.4887,   0/  3,4.01065922
4,5,1,0.22128012,0.19160809,0.19160809,0.579,   0/  3,4.04504037
4,5,2,0.18625772,0.1745809,0.1745809,0.6433,   0/  3,4.05916667
4,5,3,0.16993895,0.1630301,0.1630301,0.6766,   0/  3,4.05045724
4,5,4,0.16055897,0.15680155,0.15680155,0.6744,   0/  3,4.04796362
4,5,5,0.15665825,0.16202369,0.15680155,0.674,   1/  3,4.04880619
4,5,6,0.14949165,0.1494429,0.1494429,0.7038,   1/  3,4.04942703
4,5,7,0.14340094,0.14235787,0.14235787,0.7338,   1/  3,4.04988122
4,5,8,0.13910084,0.13674603,0.13674603,0.7532,   1/  3,4.06878757
4,5,9,0.13365077,0.13042976,0.13042976,0.7679,   1/  3,4.12942576
4,5,10,0.1280721,0.12626824,0.12626824,0.777,   1/  3,4.21413016
4,5,11,0.12565418,0.12604577,0.12604577,0.7846,   1/  3,4.24782133
4,5,12,0.12387644,0.12366126,0.12366126,0.7799,   1/  3,4.33530593
4,5,13,0.12248323,0.12557764,0.12366126,0.7814,   2/  3,4.54760098
4,5,14,0.12230127,0.12037546,0.12037546,0.791,   2/  3,4.59233999
4,5,15,0.12082251,0.1224983,0.12037546,0.7831,   3/  3,4.58859491
4,6,0,0.15484647,0.08971586,0.08971586,0.8463,   0/  3,3.94368434
4,6,1,0.07629714,0.06839955,0.06839955,0.887,   0/  3,3.97066164
4,6,2,0.06729757,0.06213135,0.06213135,0.8991,   0/  3,3.97722387
4,6,3,0.06088544,0.05738941,0.05738941,0.9018,   0/  3,3.96861362
4,6,4,0.05549194,0.05533433,0.05533433,0.9072,   0/  3,3.97756076
4,6,5,0.05281586,0.05568352,0.05533433,0.906,   1/  3,3.97820902
4,6,6,0.0516091,0.05262175,0.05262175,0.9157,   1/  3,3.98002625
4,6,7,0.05028844,0.05369662,0.05262175,0.9153,   2/  3,3.98000026
4,6,8,0.04940054,0.05338335,0.05262175,0.9155,   3/  3,3.98270297
4,7,0,0.19847944,0.12307353,0.12307353,0.7415,   0/  3,3.98916864
4,7,1,0.1173612,0.10444948,0.10444948,0.8024,   0/  3,4.01736784
4,7,2,0.10491276,0.09764409,0.09764409,0.8173,   0/  3,4.03153419
4,7,3,0.09970952,0.09517104,0.09517104,0.8321,   0/  3,4.03254819
4,7,4,0.09643722,0.09667686,0.09517104,0.8299,   1/  3,4.02919817
4,7,5,0.09423159,0.09560788,0.09517104,0.8419,   2/  3,4.02809763
4,7,6,0.09166947,0.09512813,0.09512813,0.8403,   2/  3,4.0259583
4,7,7,0.09005477,0.08981528,0.08981528,0.8539,   2/  3,4.02743077
4,7,8,0.08898738,0.08784326,0.08784326,0.8525,   2/  3,4.03533888
4,7,9,0.08815907,0.08859747,0.08784326,0.8426,   3/  3,4.06168151
4,8,0,0.2882069,0.26608433,0.26608433,0.2727,   0/  3,3.74749875
4,8,1,0.26176896,0.25874373,0.25874373,0.3011,   0/  3,3.76922107
4,8,2,0.25776711,0.25827386,0.25827386,0.3002,   0/  3,3.76729655
4,8,3,0.25698616,0.25796708,0.25796708,0.3163,   0/  3,3.76638365
4,8,4,0.25629923,0.25623495,0.25623495,0.3248,   0/  3,3.75774741
4,8,5,0.25590846,0.25737993,0.25623495,0.3199,   1/  3,3.75820589
4,8,6,0.25476993,0.25414493,0.25414493,0.3367,   1/  3,3.75972819
4,8,7,0.25309504,0.2535234,0.2535234,0.3367,   1/  3,3.7559886
4,8,8,0.25165494,0.25539931,0.2535234,0.3306,   2/  3,3.76244998
4,8,9,0.25052749,0.25139729,0.25139729,0.3516,   2/  3,3.78635335
4,8,10,0.2507904,0.25528435,0.25139729,0.3284,   3/  3,3.79326868
4,9,0,0.33253913,0.28634513,0.28634513,0.2112,   0/  3,4.01401949
4,9,1,0.27867084,0.27380714,0.27380714,0.3506,   0/  3,4.05827785
4,9,2,0.27073278,0.2665654,0.2665654,0.3042,   0/  3,4.05497694
4,9,3,0.26441335,0.26210734,0.26210734,0.3216,   0/  3,4.06009436
4,9,4,0.26268734,0.26362866,0.26210734,0.3134,   1/  3,4.05477643
4,9,5,0.26196777,0.26377551,0.26210734,0.2998,   2/  3,4.061023
4,9,6,0.261683,0.26171663,0.26171663,0.2871,   2/  3,4.06198859
4,9,7,0.26163525,0.26300683,0.26171663,0.3169,   3/  3,4.06747913
5,0,0,0.38023036,0.32499374,0.32499374,0.1135,   0/  3,3.94303584
5,0,1,0.32495938,0.3249264,0.3249264,0.1135,   0/  3,3.95823884
5,0,2,0.32495371,0.32495761,0.3249264,0.1135,   1/  3,3.96090984
5,0,3,0.32495529,0.32491179,0.32491179,0.1135,   1/  3,3.95156026
5,0,4,0.3249548,0.32491038,0.32491038,0.1135,   1/  3,3.96182418
5,0,5,0.32495345,0.32494952,0.32491038,0.1135,   2/  3,3.954633
5,0,6,0.32495929,0.32491186,0.32491038,0.1135,   3/  3,3.95474648
5,1,0,0.27747347,0.23153035,0.23153035,0.3946,   0/  3,4.02695465
5,1,1,0.21602131,0.193114,0.193114,0.5198,   0/  3,4.05750608
5,1,2,0.17680079,0.16480612,0.16480612,0.6008,   0/  3,4.04073644
5,1,3,0.15879072,0.15315675,0.15315675,0.6194,   0/  3,4.03370857
5,1,4,0.15071723,0.15582098,0.15315675,0.6277,   1/  3,4.03598905
5,1,5,0.1479299,0.14583751,0.14583751,0.6572,   1/  3,4.03122783
5,1,6,0.14688538,0.1489912,0.14583751,0.6396,   2/  3,4.03173041
5,1,7,0.14607811,0.14331429,0.14331429,0.6593,   2/  3,4.03690171
5,1,8,0.14607426,0.14775548,0.14331429,0.6425,   3/  3,4.06127834
5,2,0,0.34047264,0.32501962,0.32501962,0.1135,   0/  3,3.94551778
5,2,1,0.32503745,0.32497671,0.32497671,0.1135,   0/  3,3.97913861
5,2,2,0.32502732,0.32498688,0.32497671,0.1135,   1/  3,3.97729635
5,2,3,0.32503122,0.32498105,0.32497671,0.1135,   2/  3,3.97198582
5,2,4,0.32504136,0.3249823,0.32497671,0.1135,   3/  3,3.97247887
5,3,0,0.26135186,0.2448614,0.2448614,0.4349,   0/  3,4.0081172
5,3,1,0.21687393,0.1991176,0.1991176,0.6149,   0/  3,4.05160379
5,3,2,0.18882466,0.17105105,0.17105105,0.6274,   0/  3,4.05464125
5,3,3,0.16084337,0.15449503,0.15449503,0.6756,   0/  3,4.0606904
5,3,4,0.1492983,0.14691348,0.14691348,0.7098,   0/  3,4.05522513
5,3,5,0.14570175,0.14545159,0.14545159,0.7246,   0/  3,4.05959988
5,3,6,0.14312688,0.14219539,0.14219539,0.7453,   0/  3,4.05727887
5,3,7,0.13887887,0.13503248,0.13503248,0.7413,   0/  3,4.05743265
5,3,8,0.13437821,0.13551785,0.13503248,0.7296,   1/  3,4.0810113
5,3,9,0.1299799,0.12993322,0.12993322,0.7473,   1/  3,4.16383934
5,3,10,0.12848373,0.12847582,0.12847582,0.7474,   1/  3,4.22850561
5,3,11,0.12735145,0.12688772,0.12688772,0.76,   1/  3,4.26761413
5,3,12,0.12662023,0.13240506,0.12688772,0.7465,   2/  3,4.39155173
5,3,13,0.12608012,0.1247965,0.1247965,0.7629,   2/  3,4.63280511
5,3,14,0.12559107,0.12460182,0.12460182,0.7592,   2/  3,4.63251758
5,3,15,0.12489347,0.12907068,0.12460182,0.7578,   3/  3,4.63971114
5,4,0,0.28853186,0.25913584,0.25913584,0.2783,   0/  3,4.04347396
5,4,1,0.26136167,0.25640763,0.25640763,0.3014,   0/  3,4.0807426
5,4,2,0.25895757,0.25466112,0.25466112,0.306,   0/  3,4.08647752
5,4,3,0.25761587,0.25748074,0.25466112,0.3131,   1/  3,4.08253121
5,4,4,0.25579471,0.25329415,0.25329415,0.3162,   1/  3,4.07556891
5,4,5,0.25429152,0.25306257,0.25306257,0.3191,   1/  3,4.0795176
5,4,6,0.25300187,0.2524775,0.2524775,0.32,   1/  3,4.08566809
5,4,7,0.25209524,0.25144779,0.25144779,0.3219,   1/  3,4.07773256
5,4,8,0.25181156,0.25155397,0.25144779,0.316,   2/  3,4.0986371
5,4,9,0.25137031,0.24903196,0.24903196,0.3236,   2/  3,4.17405128
5,4,10,0.25115238,0.25045128,0.24903196,0.3293,   3/  3,4.27393675
5,5,0,0.22599987,0.15100259,0.15100259,0.7057,   0/  3,4.00247359
5,5,1,0.13659976,0.12472353,0.12472353,0.7459,   0/  3,4.04760098
5,5,2,0.12509116,0.12071239,0.12071239,0.7478,   0/  3,4.04390621
5,5,3,0.12160292,0.11880269,0.11880269,0.7548,   0/  3,4.0404985
5,5,4,0.1203756,0.11544299,0.11544299,0.7716,   0/  3,4.03693867
5,5,5,0.12008211,0.11696911,0.11544299,0.7589,   1/  3,4.04805875
5,5,6,0.11909265,0.12103599,0.11544299,0.7544,   2/  3,4.04007149
5,5,7,0.11841753,0.11931945,0.11544299,0.7547,   3/  3,4.05238199
5,6,0,0.15545416,0.09640862,0.09640862,0.8346,   0/  3,3.96727228
5,6,1,0.09376237,0.08740143,0.08740143,0.8568,   0/  3,3.99943829
5,6,2,0.0871753,0.0804856,0.0804856,0.8696,   0/  3,4.01194167
5,6,3,0.08243462,0.07817097,0.07817097,0.872,   0/  3,4.00616717
5,6,4,0.08083703,0.07865609,0.07817097,0.8687,   1/  3,4.00480795
5,6,5,0.07995822,0.08892231,0.07817097,0.8667,   2/  3,4.00289226
5,6,6,0.07794907,0.07661314,0.07661314,0.8743,   2/  3,4.00567842
5,6,7,0.07632959,0.07681333,0.07661314,0.8736,   3/  3,4.01415539
5,7,0,0.26312666,0.21165408,0.21165408,0.5273,   0/  3,4.01703596
5,7,1,0.19569953,0.18055775,0.18055775,0.6645,   0/  3,4.04230237
5,7,2,0.17699747,0.17027061,0.17027061,0.6835,   0/  3,4.04672861
5,7,3,0.16687098,0.16682359,0.16682359,0.6784,   0/  3,4.04149556
5,7,4,0.15971481,0.15707299,0.15707299,0.7025,   0/  3,4.0494349
5,7,5,0.15601147,0.15260254,0.15260254,0.7059,   0/  3,4.04293203
5,7,6,0.15209976,0.15226956,0.15226956,0.7195,   0/  3,4.04443765
5,7,7,0.1494216,0.14548455,0.14548455,0.7359,   0/  3,4.0508306
5,7,8,0.14651739,0.14908323,0.14548455,0.7243,   1/  3,4.07032776
5,7,9,0.1445449,0.14241239,0.14241239,0.7418,   1/  3,4.14611411
5,7,10,0.142124,0.13877329,0.13877329,0.7343,   1/  3,4.20846725
5,7,11,0.14070471,0.14291464,0.13877329,0.7365,   2/  3,4.24212456
5,7,12,0.140044,0.14065891,0.13877329,0.7356,   3/  3,4.36701512
5,8,0,0.29964584,0.22308839,0.22308839,0.3788,   0/  3,4.04769349
5,8,1,0.21670086,0.21483846,0.21483846,0.42,   0/  3,4.08641362
5,8,2,0.1928521,0.17675762,0.17675762,0.5823,   0/  3,4.06836295
5,8,3,0.1739834,0.16994654,0.16994654,0.5822,   0/  3,4.07461572
5,8,4,0.17178607,0.17264311,0.16994654,0.5874,   1/  3,4.07030487
5,8,5,0.16858746,0.16192544,0.16192544,0.6369,   1/  3,4.07358122
5,8,6,0.16475375,0.16445177,0.16192544,0.6222,   2/  3,4.07476187
5,8,7,0.1634481,0.16165358,0.16165358,0.6324,   2/  3,4.07955194
5,8,8,0.16180688,0.16032203,0.16032203,0.641,   2/  3,4.0989244
5,8,9,0.16266573,0.16487087,0.16032203,0.6403,   3/  3,4.17296791
5,9,0,0.38957699,0.32507816,0.32507816,0.1135,   0/  3,3.93239975
5,9,1,0.3249701,0.32493223,0.32493223,0.1135,   0/  3,3.95728612
5,9,2,0.32495113,0.32491989,0.32491989,0.1135,   0/  3,3.95326781
5,9,3,0.32495494,0.32492099,0.32491989,0.1135,   1/  3,3.95616865
5,9,4,0.3249575,0.32492543,0.32491989,0.1135,   2/  3,3.95489955
