Generation,PID,Epoch, Training Loss, Validation Loss,Best loss (Generation), Accuracy,EarlyStopCount,Runtime
9,0,0,0.17844957,0.11319297,0.11319297,0.8207,   0/  3,4.15549803
9,0,1,0.10134978,0.09915642,0.09915642,0.8397,   0/  3,4.21482801
9,0,2,0.09106849,0.08965203,0.08965203,0.8497,   0/  3,4.21017241
9,0,3,0.08625243,0.08823678,0.08823678,0.8557,   0/  3,4.21009803
9,0,4,0.08417085,0.08824047,0.08823678,0.8558,   1/  3,4.21485329
9,0,5,0.08231794,0.08712344,0.08712344,0.857,   1/  3,4.21232796
9,0,6,0.08085723,0.08159923,0.08159923,0.8625,   1/  3,4.21173739
9,0,7,0.07946596,0.08109998,0.08109998,0.8683,   1/  3,4.21206665
9,0,8,0.07851122,0.08091191,0.08091191,0.8669,   1/  3,4.23711824
9,0,9,0.07799743,0.07835289,0.07835289,0.8687,   1/  3,4.33323312
9,0,10,0.07759483,0.08220012,0.07835289,0.8649,   2/  3,4.41058588
9,0,11,0.07655276,0.08230006,0.07835289,0.8734,   3/  3,4.44825768
9,1,0,0.15225819,0.11149374,0.11149374,0.7925,   0/  3,4.16454649
9,1,1,0.10420156,0.09920982,0.09920982,0.8173,   0/  3,4.20574975
9,1,2,0.09684519,0.09360985,0.09360985,0.8305,   0/  3,4.21490026
9,1,3,0.09322377,0.09426789,0.09360985,0.829,   1/  3,4.21860003
9,1,4,0.09115218,0.09376469,0.09360985,0.8294,   2/  3,4.22246075
9,1,5,0.08951769,0.08847958,0.08847958,0.8385,   2/  3,4.21920204
9,1,6,0.08874591,0.090618,0.08847958,0.8298,   3/  3,4.21800351
9,2,0,0.20606926,0.16074458,0.16074458,0.6599,   0/  3,4.09091687
9,2,1,0.15478122,0.15249977,0.15249977,0.6769,   0/  3,4.13006306
9,2,2,0.14730683,0.13391065,0.13391065,0.7235,   0/  3,4.13342762
9,2,3,0.12129859,0.10867054,0.10867054,0.7843,   0/  3,4.11108255
9,2,4,0.10768858,0.1017768,0.1017768,0.8127,   0/  3,4.1119709
9,2,5,0.10233152,0.10064668,0.10064668,0.8223,   0/  3,4.11512017
9,2,6,0.10031074,0.09647205,0.09647205,0.8306,   0/  3,4.11007643
9,2,7,0.09883862,0.10051497,0.09647205,0.8213,   1/  3,4.1130867
9,2,8,0.09728196,0.10088808,0.09647205,0.8141,   2/  3,4.11717534
9,2,9,0.09558018,0.09899604,0.09647205,0.8222,   3/  3,4.183254
9,3,0,0.16420585,0.11692193,0.11692193,0.756,   0/  3,4.13498306
9,3,1,0.10555537,0.09696226,0.09696226,0.8332,   0/  3,4.19242358
9,3,2,0.09387675,0.09079915,0.09079915,0.8525,   0/  3,4.19499874
9,3,3,0.08668133,0.08414203,0.08414203,0.864,   0/  3,4.19332194
9,3,4,0.08100413,0.079918,0.079918,0.8717,   0/  3,4.19389653
9,3,5,0.07704942,0.07661597,0.07661597,0.8783,   0/  3,4.19524646
9,3,6,0.07427778,0.07753487,0.07661597,0.8743,   1/  3,4.19165015
9,3,7,0.07282905,0.07496982,0.07496982,0.8799,   1/  3,4.19190216
9,3,8,0.07182526,0.07774602,0.07496982,0.8756,   2/  3,4.20869851
9,3,9,0.07095555,0.07459723,0.07459723,0.881,   2/  3,4.26768446
9,3,10,0.07019638,0.07729803,0.07459723,0.8746,   3/  3,4.3356688
9,4,0,0.27045112,0.22440783,0.22440783,0.4252,   0/  3,4.10569715
9,4,1,0.2066582,0.19496957,0.19496957,0.5084,   0/  3,4.12649584
9,4,2,0.17660296,0.16234432,0.16234432,0.6588,   0/  3,4.13438082
9,4,3,0.1627695,0.15865636,0.15865636,0.6617,   0/  3,4.13062739
9,4,4,0.15929051,0.15264482,0.15264482,0.6794,   0/  3,4.12214828
9,4,5,0.15740841,0.16088011,0.15264482,0.6655,   1/  3,4.13262463
9,4,6,0.15509642,0.15648369,0.15264482,0.6794,   2/  3,4.12164426
9,4,7,0.15496404,0.15154206,0.15154206,0.6833,   2/  3,4.12544823
9,4,8,0.15505778,0.15172562,0.15154206,0.6893,   3/  3,4.14185071
9,5,0,0.24797106,0.13704778,0.13704778,0.7175,   0/  3,4.09926772
9,5,1,0.1285203,0.12454247,0.12454247,0.7737,   0/  3,4.11588383
9,5,2,0.11678106,0.10738606,0.10738606,0.8128,   0/  3,4.12517905
9,5,3,0.10191155,0.09428602,0.09428602,0.839,   0/  3,4.10221839
9,5,4,0.09616935,0.09497716,0.09428602,0.8308,   1/  3,4.10711098
9,5,5,0.09360675,0.09310696,0.09310696,0.8423,   1/  3,4.10933518
9,5,6,0.09122488,0.09722392,0.09310696,0.8298,   2/  3,4.10061073
9,5,7,0.0894468,0.08943555,0.08943555,0.8476,   2/  3,4.11531544
9,5,8,0.08717094,0.08563938,0.08563938,0.8547,   2/  3,4.12311912
9,5,9,0.08482152,0.0867188,0.08563938,0.8518,   3/  3,4.17994905
9,6,0,0.11079732,0.07601068,0.07601068,0.8795,   0/  3,4.10290432
9,6,1,0.06245668,0.06269726,0.06269726,0.9,   0/  3,4.14553547
9,6,2,0.05691921,0.05777238,0.05777238,0.9098,   0/  3,4.14463615
9,6,3,0.05365159,0.05391697,0.05391697,0.9115,   0/  3,4.15778327
9,6,4,0.05147582,0.05250348,0.05250348,0.9155,   0/  3,4.157125
9,6,5,0.04971781,0.04950683,0.04950683,0.9209,   0/  3,4.16213489
9,6,6,0.04899214,0.05393386,0.04950683,0.9099,   1/  3,4.15822864
9,6,7,0.0483857,0.0489257,0.0489257,0.9199,   1/  3,4.15683699
9,6,8,0.04778446,0.05037065,0.0489257,0.9178,   2/  3,4.18259621
9,6,9,0.04708459,0.05444482,0.0489257,0.9124,   3/  3,4.23611856
9,7,0,0.10914885,0.07244906,0.07244906,0.8815,   0/  3,3.95548248
9,7,1,0.07115151,0.06430453,0.06430453,0.895,   0/  3,4.00030112
9,7,2,0.06571336,0.06324924,0.06324924,0.8936,   0/  3,4.00549364
9,7,3,0.06289063,0.06170374,0.06170374,0.8992,   0/  3,4.00968027
9,7,4,0.06078555,0.06488678,0.06170374,0.8882,   1/  3,4.00866628
9,7,5,0.05915459,0.05677035,0.05677035,0.9035,   1/  3,4.01028633
9,7,6,0.05793694,0.05975972,0.05677035,0.9024,   2/  3,4.0207088
9,7,7,0.05645711,0.05556076,0.05556076,0.9111,   2/  3,4.01691747
9,7,8,0.05566228,0.05521217,0.05521217,0.9121,   2/  3,4.01361156
9,7,9,0.0547246,0.05584687,0.05521217,0.9124,   3/  3,4.03614235
9,8,0,0.13905295,0.08808618,0.08808618,0.8515,   0/  3,4.05921912
9,8,1,0.08240359,0.0826096,0.0826096,0.8703,   0/  3,4.10311961
9,8,2,0.07577074,0.07290772,0.07290772,0.8819,   0/  3,4.10395312
9,8,3,0.07279789,0.0754854,0.07290772,0.8854,   1/  3,4.10443258
9,8,4,0.07059204,0.07575756,0.07290772,0.8821,   2/  3,4.10323143
9,8,5,0.06834683,0.06723712,0.06723712,0.8897,   2/  3,4.11310506
9,8,6,0.06712896,0.06587566,0.06587566,0.896,   2/  3,4.09961128
9,8,7,0.06612021,0.07379754,0.06587566,0.8837,   3/  3,4.10604548
9,9,0,0.33556521,0.32502844,0.32502844,0.1028,   0/  3,4.15329385
9,9,1,0.32512006,0.32504288,0.32502844,0.1135,   1/  3,4.19225931
9,9,2,0.32512935,0.32505609,0.32502844,0.1135,   2/  3,4.19611168
9,9,3,0.3251202,0.32495088,0.32495088,0.1135,   2/  3,4.1934278
9,9,4,0.32511835,0.32501288,0.32495088,0.1135,   3/  3,4.19143724
10,0,0,0.21293107,0.17395799,0.17395799,0.6576,   0/  3,4.08759236
10,0,1,0.15574503,0.13646022,0.13646022,0.7434,   0/  3,4.10797358
10,0,2,0.1314812,0.12639495,0.12639495,0.7507,   0/  3,4.11061215
10,0,3,0.12353485,0.12020814,0.12020814,0.7712,   0/  3,4.10880184
10,0,4,0.11586094,0.11234617,0.11234617,0.7925,   0/  3,4.11016202
10,0,5,0.10789116,0.10467815,0.10467815,0.8239,   0/  3,4.12005615
10,0,6,0.10332032,0.10029273,0.10029273,0.8312,   0/  3,4.11902928
10,0,7,0.10068518,0.10855865,0.10029273,0.8171,   1/  3,4.11627889
10,0,8,0.09873539,0.09991629,0.09991629,0.8366,   1/  3,4.13232827
10,0,9,0.09732363,0.09662427,0.09662427,0.8393,   1/  3,4.18311214
10,0,10,0.09549932,0.09711954,0.09662427,0.8312,   2/  3,4.25763535
10,0,11,0.09398668,0.09876697,0.09662427,0.8353,   3/  3,4.29840302
10,1,0,0.21095667,0.15393479,0.15393479,0.6311,   0/  3,4.06284928
10,1,1,0.1343325,0.11294348,0.11294348,0.7846,   0/  3,4.08371019
10,1,2,0.10191023,0.10167934,0.10167934,0.8228,   0/  3,4.07722139
10,1,3,0.0893714,0.08556799,0.08556799,0.8508,   0/  3,4.06560135
10,1,4,0.0844659,0.08342594,0.08342594,0.858,   0/  3,4.06794691
10,1,5,0.08129236,0.07709437,0.07709437,0.8646,   0/  3,4.07800555
10,1,6,0.07826517,0.08123465,0.07709437,0.8625,   1/  3,4.07187104
10,1,7,0.07656146,0.07588052,0.07588052,0.8708,   1/  3,4.07287288
10,1,8,0.07484386,0.07187524,0.07187524,0.8778,   1/  3,4.09475994
10,1,9,0.0724637,0.07498384,0.07187524,0.8768,   2/  3,4.14199948
10,1,10,0.07000912,0.06706804,0.06706804,0.8865,   2/  3,4.17346549
10,1,11,0.06799407,0.06524753,0.06524753,0.8912,   2/  3,4.19381142
10,1,12,0.06616874,0.06369552,0.06369552,0.8952,   2/  3,4.29243803
10,1,13,0.06518231,0.06381443,0.06369552,0.8929,   3/  3,4.37260032
10,2,0,0.20799253,0.14433433,0.14433433,0.7205,   0/  3,4.17733073
10,2,1,0.13172754,0.12170939,0.12170939,0.7686,   0/  3,4.22001648
10,2,2,0.11997014,0.11786626,0.11786626,0.7784,   0/  3,4.2270596
10,2,3,0.11515728,0.11638163,0.11638163,0.7915,   0/  3,4.22321963
10,2,4,0.11046294,0.12077014,0.11638163,0.7852,   1/  3,4.22294378
10,2,5,0.10595932,0.10369254,0.10369254,0.8237,   1/  3,4.2217598
10,2,6,0.10238556,0.10023587,0.10023587,0.8272,   1/  3,4.2270565
10,2,7,0.09995192,0.09827292,0.09827292,0.8304,   1/  3,4.22001934
10,2,8,0.09771687,0.10153488,0.09827292,0.8288,   2/  3,4.24683762
10,2,9,0.09606416,0.09658045,0.09658045,0.8338,   2/  3,4.32033205
10,2,10,0.09426948,0.09646181,0.09646181,0.8326,   2/  3,4.40722394
10,2,11,0.09271206,0.09540916,0.09540916,0.8418,   2/  3,4.44350195
10,2,12,0.09107083,0.09426902,0.09426902,0.8429,   2/  3,4.56982732
10,2,13,0.08909042,0.09304259,0.09304259,0.8479,   2/  3,4.84547186
10,2,14,0.08756312,0.09007793,0.09007793,0.8501,   2/  3,4.88187003
10,2,15,0.08673956,0.08966584,0.08966584,0.8566,   2/  3,4.88251328
10,2,16,0.08558855,0.09149831,0.08966584,0.8488,   3/  3,4.89030552
10,3,0,0.111456,0.08041582,0.08041582,0.862,   0/  3,4.04404068
10,3,1,0.07268327,0.06809477,0.06809477,0.8825,   0/  3,4.09654784
10,3,2,0.06670952,0.06446547,0.06446547,0.89,   0/  3,4.10193586
10,3,3,0.06322985,0.06237948,0.06237948,0.8949,   0/  3,4.10435414
10,3,4,0.06052787,0.06336992,0.06237948,0.8991,   1/  3,4.0908196
10,3,5,0.0590665,0.05958976,0.05958976,0.9012,   1/  3,4.09120798
10,3,6,0.05743251,0.06150661,0.05958976,0.9014,   2/  3,4.09713125
10,3,7,0.0563723,0.05950106,0.05950106,0.9002,   2/  3,4.10441208
10,3,8,0.05551442,0.06104884,0.05950106,0.902,   3/  3,4.12156463
10,4,0,0.13627882,0.09089999,0.09089999,0.8415,   0/  3,4.14289093
10,4,1,0.08571562,0.08721893,0.08721893,0.8474,   0/  3,4.18568683
10,4,2,0.07408155,0.06816394,0.06816394,0.8849,   0/  3,4.18644547
10,4,3,0.06898824,0.06599065,0.06599065,0.8902,   0/  3,4.19127822
10,4,4,0.06604361,0.06637703,0.06599065,0.8916,   1/  3,4.18749523
10,4,5,0.0644741,0.06817696,0.06599065,0.886,   2/  3,4.1886487
10,4,6,0.06313355,0.06651432,0.06599065,0.8882,   3/  3,4.18750477
10,5,0,0.2103632,0.18425356,0.18425356,0.6277,   0/  3,4.1380744
10,5,1,0.16188761,0.156536,0.156536,0.6796,   0/  3,4.17741799
10,5,2,0.13254482,0.10724436,0.10724436,0.805,   0/  3,4.15476418
10,5,3,0.10049478,0.08926506,0.08926506,0.8365,   0/  3,4.1484592
10,5,4,0.09213979,0.09135824,0.08926506,0.8377,   1/  3,4.13738298
10,5,5,0.08724341,0.08433114,0.08433114,0.8533,   1/  3,4.13495779
10,5,6,0.08312813,0.08145171,0.08145171,0.8583,   1/  3,4.13731503
10,5,7,0.08121406,0.0799541,0.0799541,0.8628,   1/  3,4.13876843
10,5,8,0.07963795,0.07949362,0.07949362,0.8653,   1/  3,4.17518091
10,5,9,0.07836018,0.0785551,0.0785551,0.8626,   1/  3,4.24493432
10,5,10,0.07750724,0.0768047,0.0768047,0.869,   1/  3,4.28715992
10,5,11,0.07586294,0.07643834,0.07643834,0.8687,   1/  3,4.33139277
10,5,12,0.07528584,0.07707337,0.07643834,0.8689,   2/  3,4.49558878
10,5,13,0.07519528,0.07483015,0.07483015,0.8703,   2/  3,4.63489914
10,5,14,0.07401701,0.0769178,0.07483015,0.8667,   3/  3,4.63625598
10,6,0,0.17515135,0.12831933,0.12831933,0.7648,   0/  3,4.22266769
10,6,1,0.11853716,0.10115427,0.10115427,0.8282,   0/  3,4.27135444
10,6,2,0.09588597,0.09934342,0.09934342,0.837,   0/  3,4.27020741
10,6,3,0.08732375,0.07867531,0.07867531,0.871,   0/  3,4.26992249
10,6,4,0.08391141,0.0882065,0.07867531,0.8513,   1/  3,4.27151561
10,6,5,0.08128453,0.07990121,0.07867531,0.8635,   2/  3,4.26958275
10,6,6,0.0794064,0.07585005,0.07585005,0.8737,   2/  3,4.27162838
10,6,7,0.07791078,0.07877631,0.07585005,0.8733,   3/  3,4.26793242
10,7,0,0.26667023,0.20561812,0.20561812,0.4852,   0/  3,4.10086322
10,7,1,0.19001119,0.18301805,0.18301805,0.56,   0/  3,4.14048529
10,7,2,0.17952878,0.17782203,0.17782203,0.5732,   0/  3,4.14223576
10,7,3,0.17476276,0.18468198,0.17782203,0.5786,   1/  3,4.14440346
10,7,4,0.17280765,0.1714195,0.1714195,0.6111,   1/  3,4.14279032
10,7,5,0.17108765,0.17369742,0.1714195,0.6002,   2/  3,4.14488959
10,7,6,0.16925029,0.16788622,0.16788622,0.612,   2/  3,4.14250302
10,7,7,0.16872011,0.17236095,0.16788622,0.5975,   3/  3,4.14079046
10,8,0,0.22410348,0.17104339,0.17104339,0.6061,   0/  3,4.09496164
10,8,1,0.14824524,0.13127335,0.13127335,0.7352,   0/  3,4.11618757
10,8,2,0.12416485,0.1174152,0.1174152,0.7836,   0/  3,4.10884333
10,8,3,0.11418001,0.10897142,0.10897142,0.7936,   0/  3,4.09892964
10,8,4,0.10301591,0.10690806,0.10690806,0.8051,   0/  3,4.10046387
10,8,5,0.09458841,0.09976627,0.09976627,0.8216,   0/  3,4.10959053
10,8,6,0.09150156,0.09102915,0.09102915,0.8485,   0/  3,4.09910154
10,8,7,0.09020928,0.08824817,0.08824817,0.8516,   0/  3,4.10209012
10,8,8,0.08775654,0.08909203,0.08824817,0.8519,   1/  3,4.114259
10,8,9,0.08601202,0.08788516,0.08788516,0.8584,   1/  3,4.16591883
10,8,10,0.08465278,0.08619283,0.08619283,0.8605,   1/  3,4.21376276
10,8,11,0.08477641,0.08461027,0.08461027,0.8573,   1/  3,4.25734854
10,8,12,0.08440327,0.09047749,0.08461027,0.85,   2/  3,4.32700872
10,8,13,0.08365034,0.08537933,0.08461027,0.8562,   3/  3,4.47941756
10,9,0,0.13483528,0.09045239,0.09045239,0.8499,   0/  3,4.07281184
10,9,1,0.08428969,0.10801307,0.09045239,0.8114,   1/  3,4.12590885
10,9,2,0.07527152,0.06661249,0.06661249,0.8904,   1/  3,4.10853648
10,9,3,0.06561534,0.06674673,0.06661249,0.8933,   2/  3,4.10665298
10,9,4,0.06144318,0.0587531,0.0587531,0.9082,   2/  3,4.10057187
10,9,5,0.05864018,0.0560617,0.0560617,0.9126,   2/  3,4.1091907
10,9,6,0.05710586,0.05664432,0.0560617,0.9088,   3/  3,4.11261797
