Generation,PID,Epoch, Training Loss, Validation Loss,Best loss (Generation), Accuracy,EarlyStopCount,Runtime
0,0,0,0.22880854,0.16660834,0.16660834,0.6548,   0/  3,3.41521072
0,0,1,0.15644694,0.15214815,0.15214815,0.7039,   0/  3,3.46277881
0,0,2,0.1486622,0.1482653,0.1482653,0.7125,   0/  3,3.46651673
0,0,3,0.14259934,0.14126822,0.14126822,0.7337,   0/  3,3.47245002
0,0,4,0.13278024,0.12284344,0.12284344,0.774,   0/  3,3.46573925
0,0,5,0.11832391,0.12502459,0.12284344,0.7758,   1/  3,3.46448755
0,0,6,0.11470944,0.12461838,0.12284344,0.7695,   2/  3,3.4704361
0,0,7,0.11172439,0.11536263,0.11536263,0.7802,   2/  3,3.47337818
0,0,8,0.10983167,0.11368149,0.11368149,0.7831,   2/  3,3.48565221
0,0,9,0.10823184,0.11206504,0.11206504,0.7907,   2/  3,3.5356884
0,0,10,0.10808732,0.11387373,0.11206504,0.797,   3/  3,3.61742377
0,1,0,0.33078641,0.29157244,0.29157244,0.2774,   0/  3,3.23676062
0,1,1,0.28185386,0.2803032,0.2803032,0.3166,   0/  3,3.24863553
0,1,2,0.27580304,0.27480817,0.27480817,0.3422,   0/  3,3.25605202
0,1,3,0.27444125,0.27484074,0.27480817,0.3183,   1/  3,3.25497127
0,1,4,0.27347801,0.27527891,0.27480817,0.3205,   2/  3,3.25049472
0,1,5,0.27274282,0.27374975,0.27374975,0.3221,   2/  3,3.25775933
0,1,6,0.27239781,0.27417574,0.27374975,0.3389,   3/  3,3.2434907
0,2,0,0.38530946,0.32503657,0.32503657,0.1135,   0/  3,3.79686737
0,2,1,0.32495998,0.32492405,0.32492405,0.1135,   0/  3,3.81309414
0,2,2,0.32495535,0.32493074,0.32492405,0.1135,   1/  3,3.81068277
0,2,3,0.32495383,0.32495622,0.32492405,0.1135,   2/  3,3.82131577
0,2,4,0.32495635,0.32491278,0.32491278,0.1135,   2/  3,3.81890917
0,2,5,0.3249549,0.32490571,0.32490571,0.1135,   2/  3,3.81188846
0,2,6,0.3249562,0.32491657,0.32490571,0.1135,   3/  3,3.82253981
0,3,0,0.14736727,0.10131385,0.10131385,0.8298,   0/  3,3.96934271
0,3,1,0.09515402,0.09096736,0.09096736,0.8535,   0/  3,4.00457668
0,3,2,0.08779319,0.08092698,0.08092698,0.8642,   0/  3,4.00039339
0,3,3,0.08479157,0.08372152,0.08092698,0.86,   1/  3,4.00453281
0,3,4,0.08224156,0.08598944,0.08092698,0.8599,   2/  3,4.00703073
0,3,5,0.08129641,0.08365738,0.08092698,0.8569,   3/  3,4.00515199
0,4,0,0.24127245,0.18876504,0.18876504,0.6025,   0/  3,3.90953827
0,4,1,0.17536422,0.16975647,0.16975647,0.6428,   0/  3,3.92579055
0,4,2,0.16492104,0.16605977,0.16605977,0.6516,   0/  3,3.93192625
0,4,3,0.16079811,0.16194061,0.16194061,0.6722,   0/  3,3.92866302
0,4,4,0.15804315,0.15714657,0.15714657,0.6827,   0/  3,3.93627238
0,4,5,0.15646505,0.16040779,0.15714657,0.6756,   1/  3,3.92904735
0,4,6,0.15473008,0.15481803,0.15481803,0.671,   1/  3,3.93870187
0,4,7,0.15409359,0.15215888,0.15215888,0.6962,   1/  3,3.93119073
0,4,8,0.15321354,0.15610467,0.15215888,0.6919,   2/  3,3.93869686
0,4,9,0.15248904,0.15092344,0.15092344,0.7038,   2/  3,3.96685505
0,4,10,0.15293979,0.15218677,0.15092344,0.6986,   3/  3,4.0142827
0,5,0,0.27106469,0.19058767,0.19058767,0.5863,   0/  3,3.48458576
0,5,1,0.15129734,0.11240842,0.11240842,0.8126,   0/  3,3.49020076
0,5,2,0.10179954,0.09813539,0.09813539,0.8426,   0/  3,3.49577045
0,5,3,0.09645472,0.09544021,0.09544021,0.8433,   0/  3,3.49738765
0,5,4,0.09388612,0.09126111,0.09126111,0.8558,   0/  3,3.49656558
0,5,5,0.09095931,0.0916926,0.09126111,0.8537,   1/  3,3.49238276
0,5,6,0.09003522,0.0900971,0.0900971,0.8598,   1/  3,3.49253654
0,5,7,0.08878294,0.0971356,0.0900971,0.841,   2/  3,3.50373888
0,5,8,0.08601026,0.08102768,0.08102768,0.8743,   2/  3,3.50727463
0,5,9,0.08214413,0.0852644,0.08102768,0.8603,   3/  3,3.5573163
0,6,0,0.28332006,0.22404834,0.22404834,0.456,   0/  3,4.11331105
0,6,1,0.21389449,0.2072734,0.2072734,0.4776,   0/  3,4.15678763
0,6,2,0.20162683,0.19903133,0.19903133,0.4867,   0/  3,4.16881824
0,6,3,0.19311311,0.18893454,0.18893454,0.5386,   0/  3,4.17051506
0,6,4,0.18106657,0.16672422,0.16672422,0.5969,   0/  3,4.17425728
0,6,5,0.1659073,0.16154442,0.16154442,0.5998,   0/  3,4.17282367
0,6,6,0.16340592,0.16234379,0.16154442,0.5541,   1/  3,4.17295623
0,6,7,0.16212654,0.16150208,0.16150208,0.5872,   1/  3,4.17535615
0,6,8,0.1605456,0.16001099,0.16001099,0.5646,   1/  3,4.21034122
0,6,9,0.15945309,0.15889458,0.15889458,0.5574,   1/  3,4.27754045
0,6,10,0.15887901,0.15641104,0.15641104,0.5903,   1/  3,4.35723233
0,6,11,0.15933331,0.15744106,0.15641104,0.5858,   2/  3,4.41500616
0,6,12,0.15878624,0.15937744,0.15641104,0.5722,   3/  3,4.52024508
0,7,0,0.3109095,0.28217399,0.28217399,0.2113,   0/  3,3.46572423
0,7,1,0.28308177,0.28126699,0.28126699,0.2138,   0/  3,3.51377487
0,7,2,0.28271597,0.28134622,0.28126699,0.2139,   1/  3,3.51622057
0,7,3,0.28223274,0.28068492,0.28068492,0.2204,   1/  3,3.51813054
0,7,4,0.28013843,0.27579473,0.27579473,0.254,   1/  3,3.51820755
0,7,5,0.27547304,0.26812636,0.26812636,0.2726,   1/  3,3.51083779
0,7,6,0.26686003,0.26264961,0.26264961,0.2843,   1/  3,3.5047822
0,7,7,0.262949,0.26223435,0.26223435,0.2798,   1/  3,3.50355887
0,7,8,0.26101095,0.25865435,0.25865435,0.2971,   1/  3,3.510041
0,7,9,0.25976546,0.26102181,0.25865435,0.3031,   2/  3,3.56707191
0,7,10,0.2578979,0.25489336,0.25489336,0.3046,   2/  3,3.70065284
0,7,11,0.25707162,0.25499687,0.25489336,0.2986,   3/  3,3.74248958
0,8,0,0.24187299,0.24019291,0.24019291,0.4679,   0/  3,3.34079313
0,8,1,0.1888081,0.17740472,0.17740472,0.6235,   0/  3,3.37394762
0,8,2,0.17434171,0.17005595,0.17005595,0.6373,   0/  3,3.3761003
0,8,3,0.17099919,0.16843545,0.16843545,0.6395,   0/  3,3.37769508
0,8,4,0.16969924,0.17054322,0.16843545,0.6362,   1/  3,3.3748889
0,8,5,0.16746202,0.16955371,0.16843545,0.6445,   2/  3,3.37355042
0,8,6,0.16579812,0.16482648,0.16482648,0.6638,   2/  3,3.38484192
0,8,7,0.16584352,0.16943676,0.16482648,0.6512,   3/  3,3.38084555
0,9,0,0.31466294,0.26457142,0.26457142,0.2834,   0/  3,3.16542482
0,9,1,0.25981351,0.25540284,0.25540284,0.3224,   0/  3,3.18994999
0,9,2,0.25893243,0.25881065,0.25540284,0.3101,   1/  3,3.19509673
0,9,3,0.25893303,0.25404175,0.25404175,0.3161,   1/  3,3.19055986
0,9,4,0.25851048,0.26370293,0.25404175,0.3134,   2/  3,3.18990874
0,9,5,0.25900559,0.26466802,0.25404175,0.2906,   3/  3,3.18250966
1,0,0,0.25628398,0.17747388,0.17747388,0.5587,   0/  3,4.08203101
1,0,1,0.16863369,0.1588867,0.1588867,0.6544,   0/  3,4.1300137
1,0,2,0.15557851,0.15049523,0.15049523,0.654,   0/  3,4.12948561
1,0,3,0.15257199,0.15346621,0.15049523,0.6414,   1/  3,4.12219357
1,0,4,0.15093172,0.15115991,0.15049523,0.6468,   2/  3,4.12385535
1,0,5,0.14653276,0.14605456,0.14605456,0.6699,   2/  3,4.1305964
1,0,6,0.14629739,0.14282198,0.14282198,0.6645,   2/  3,4.12068939
1,0,7,0.14403101,0.14476904,0.14282198,0.6559,   3/  3,4.11745095
1,1,0,0.31951745,0.26778755,0.26778755,0.2353,   0/  3,3.50712895
1,1,1,0.26175518,0.26013875,0.26013875,0.2924,   0/  3,3.5544579
1,1,2,0.25868478,0.26127555,0.26013875,0.2983,   1/  3,3.56079149
1,1,3,0.25791068,0.25891824,0.25891824,0.2846,   1/  3,3.56377125
1,1,4,0.2572147,0.25847737,0.25847737,0.2904,   1/  3,3.5582602
1,1,5,0.25710042,0.25750384,0.25750384,0.3009,   1/  3,3.550354
1,1,6,0.25672644,0.2583731,0.25750384,0.298,   2/  3,3.55475712
1,1,7,0.25654757,0.25690354,0.25690354,0.3017,   2/  3,3.56034064
1,1,8,0.25621584,0.26795037,0.25690354,0.2783,   3/  3,3.56651115
1,2,0,0.342682,0.32502899,0.32502899,0.1028,   0/  3,4.29984808
1,2,1,0.32503385,0.32496153,0.32496153,0.1135,   0/  3,4.34656501
1,2,2,0.3250186,0.32497493,0.32496153,0.1135,   1/  3,4.34952903
1,2,3,0.32501418,0.32504265,0.32496153,0.1028,   2/  3,4.34062624
1,2,4,0.32501822,0.32496807,0.32496153,0.1135,   3/  3,4.34243202
1,3,0,0.29970006,0.28169598,0.28169598,0.2124,   0/  3,4.0362649
1,3,1,0.28339996,0.28153628,0.28153628,0.2097,   0/  3,4.06918454
1,3,2,0.28283766,0.28127644,0.28127644,0.2115,   0/  3,4.07141566
1,3,3,0.28217324,0.28085206,0.28085206,0.227,   0/  3,4.07291722
1,3,4,0.27811542,0.27654795,0.27654795,0.2503,   0/  3,4.06807613
1,3,5,0.27405874,0.26981748,0.26981748,0.2701,   0/  3,4.05998135
1,3,6,0.2718302,0.2714927,0.26981748,0.2658,   1/  3,4.0686748
1,3,7,0.26623421,0.26243024,0.26243024,0.2948,   1/  3,4.05994368
1,3,8,0.26297946,0.25814653,0.25814653,0.3066,   1/  3,4.06920552
1,3,9,0.26199775,0.26080403,0.25814653,0.2945,   2/  3,4.12037277
1,3,10,0.26245967,0.26048557,0.25814653,0.307,   3/  3,4.21803522
1,4,0,0.18479382,0.12335152,0.12335152,0.7804,   0/  3,4.09554029
1,4,1,0.11384184,0.10593612,0.10593612,0.8184,   0/  3,4.1536026
1,4,2,0.10293438,0.10385774,0.10385774,0.823,   0/  3,4.15441895
1,4,3,0.09487171,0.09970841,0.09970841,0.8284,   0/  3,4.16184735
1,4,4,0.09071125,0.08698906,0.08698906,0.8468,   0/  3,4.17143941
1,4,5,0.08842767,0.08881811,0.08698906,0.8418,   1/  3,4.15916133
1,4,6,0.08704078,0.0911011,0.08698906,0.8394,   2/  3,4.17266774
1,4,7,0.08579738,0.08690212,0.08690212,0.8502,   2/  3,4.18011284
1,4,8,0.08477729,0.09262143,0.08690212,0.8397,   3/  3,4.1906805
1,5,0,0.35296228,0.32495427,0.32495427,0.1135,   0/  3,3.21385169
1,5,1,0.32500021,0.3249283,0.3249283,0.1135,   0/  3,3.22470188
1,5,2,0.32499586,0.32493747,0.3249283,0.1135,   1/  3,3.22554469
1,5,3,0.32498736,0.3249569,0.3249283,0.1135,   2/  3,3.22164369
1,5,4,0.32498263,0.32496836,0.3249283,0.1135,   3/  3,3.21758866
1,6,0,0.18208935,0.1195313,0.1195313,0.7859,   0/  3,4.05067706
1,6,1,0.10947839,0.10299721,0.10299721,0.8187,   0/  3,4.09130335
1,6,2,0.10024634,0.09619861,0.09619861,0.8413,   0/  3,4.08771038
1,6,3,0.09598182,0.09226595,0.09226595,0.8396,   0/  3,4.08368921
1,6,4,0.09360583,0.09249295,0.09226595,0.8417,   1/  3,4.08871579
1,6,5,0.09158066,0.08913314,0.08913314,0.8507,   1/  3,4.08888602
1,6,6,0.08950173,0.08710953,0.08710953,0.8502,   1/  3,4.08872104
1,6,7,0.0883023,0.08660731,0.08660731,0.8508,   1/  3,4.08990645
1,6,8,0.08747127,0.08466652,0.08466652,0.8543,   1/  3,4.09900165
1,6,9,0.08678351,0.08422764,0.08422764,0.8557,   1/  3,4.1581254
1,6,10,0.08581337,0.08393274,0.08393274,0.8555,   1/  3,4.21121573
1,6,11,0.08546614,0.08733929,0.08393274,0.8512,   2/  3,4.23301411
1,6,12,0.08491362,0.08302612,0.08302612,0.8551,   2/  3,4.33335447
1,6,13,0.08429763,0.08218625,0.08218625,0.8601,   2/  3,4.45544696
1,6,14,0.08377585,0.08680153,0.08218625,0.8465,   3/  3,4.45565701
1,7,0,0.36482688,0.32494416,0.32494416,0.1135,   0/  3,3.25325799
1,7,1,0.32499948,0.32501819,0.32494416,0.1028,   1/  3,3.26097536
1,7,2,0.32501367,0.32501254,0.32494416,0.1135,   2/  3,3.26516366
1,7,3,0.32501762,0.32496848,0.32494416,0.1135,   3/  3,3.26462436
1,8,0,0.36781334,0.289707,0.289707,0.2143,   0/  3,3.37233829
1,8,1,0.28577294,0.27623356,0.27623356,0.2774,   0/  3,3.39886785
1,8,2,0.26984741,0.2630962,0.2630962,0.2845,   0/  3,3.40701532
1,8,3,0.25792285,0.2558927,0.2558927,0.2927,   0/  3,3.40392137
1,8,4,0.25412945,0.25441473,0.25441473,0.3145,   0/  3,3.4037993
1,8,5,0.25290347,0.25687536,0.25441473,0.2916,   1/  3,3.40509868
1,8,6,0.25229547,0.25820387,0.25441473,0.3062,   2/  3,3.40744519
1,8,7,0.25211163,0.25236405,0.25236405,0.3039,   2/  3,3.4002049
1,8,8,0.2516663,0.25286911,0.25236405,0.3154,   3/  3,3.40623927
1,9,0,0.24581537,0.17524015,0.17524015,0.5943,   0/  3,3.51211333
1,9,1,0.16205922,0.15581924,0.15581924,0.6451,   0/  3,3.55911827
1,9,2,0.14760369,0.14192627,0.14192627,0.6765,   0/  3,3.57296181
1,9,3,0.14021383,0.14039178,0.14039178,0.6554,   0/  3,3.57463241
1,9,4,0.13720408,0.13725911,0.13725911,0.6578,   0/  3,3.57754278
1,9,5,0.1358739,0.13625628,0.13625628,0.6555,   0/  3,3.57947779
1,9,6,0.13507722,0.14536089,0.13625628,0.6508,   1/  3,3.57439494
1,9,7,0.13389308,0.13442205,0.13442205,0.6563,   1/  3,3.58024859
1,9,8,0.1326455,0.13414373,0.13414373,0.6575,   1/  3,3.59339356
1,9,9,0.13213588,0.13182755,0.13182755,0.6606,   1/  3,3.66687536
1,9,10,0.13186099,0.1334602,0.13182755,0.6586,   2/  3,3.774333
1,9,11,0.13144301,0.13402741,0.13182755,0.6594,   3/  3,3.81672025
2,0,0,0.37804766,0.32497581,0.32497581,0.1135,   0/  3,3.49696922
2,0,1,0.32495817,0.32494823,0.32494823,0.1135,   0/  3,3.53914356
2,0,2,0.32495482,0.32495035,0.32494823,0.1135,   1/  3,3.54385042
2,0,3,0.32495101,0.32490655,0.32490655,0.1135,   1/  3,3.53686166
2,0,4,0.32495778,0.32490811,0.32490655,0.1135,   2/  3,3.53758502
2,0,5,0.32495699,0.32490262,0.32490262,0.1135,   2/  3,3.54613519
2,0,6,0.32495372,0.32491734,0.32490262,0.1135,   3/  3,3.53710938
2,1,0,0.30522975,0.28196697,0.28196697,0.2113,   0/  3,3.52230978
2,1,1,0.2833025,0.2820224,0.28196697,0.2127,   1/  3,3.57174087
2,1,2,0.28280761,0.28131333,0.28131333,0.2142,   1/  3,3.5749979
2,1,3,0.28275891,0.2814778,0.28131333,0.2153,   2/  3,3.57631946
2,1,4,0.28257896,0.2815377,0.28131333,0.2147,   3/  3,3.57600665
2,2,0,0.37172506,0.2861293,0.2861293,0.2114,   0/  3,3.83952641
2,2,1,0.28453002,0.28175115,0.28175115,0.214,   0/  3,3.85224724
2,2,2,0.28302929,0.28166111,0.28166111,0.2147,   0/  3,3.84187984
2,2,3,0.28268817,0.2818682,0.28166111,0.2146,   1/  3,3.85505342
2,2,4,0.28252693,0.28132077,0.28132077,0.2136,   1/  3,3.85410166
2,2,5,0.28256929,0.28123456,0.28123456,0.2156,   1/  3,3.85708809
2,2,6,0.28194979,0.28146124,0.28123456,0.2129,   2/  3,3.85366464
2,2,7,0.28196387,0.28156847,0.28123456,0.2139,   3/  3,3.85714841
2,3,0,0.11832435,0.07342145,0.07342145,0.8818,   0/  3,4.03678346
2,3,1,0.06396277,0.05991167,0.05991167,0.9008,   0/  3,4.0706749
2,3,2,0.05639427,0.06784396,0.05991167,0.8911,   1/  3,4.06939459
2,3,3,0.05346923,0.05062611,0.05062611,0.9163,   1/  3,4.06971669
2,3,4,0.05137443,0.05212943,0.05062611,0.9177,   2/  3,4.07429957
2,3,5,0.04972695,0.05255143,0.05062611,0.9156,   3/  3,4.07726932
2,4,0,0.10235308,0.07038516,0.07038516,0.8844,   0/  3,4.05078506
2,4,1,0.06268945,0.05626535,0.05626535,0.9069,   0/  3,4.09413552
2,4,2,0.05735851,0.05388509,0.05388509,0.9087,   0/  3,4.09776902
2,4,3,0.0540427,0.05232528,0.05232528,0.9144,   0/  3,4.10341573
2,4,4,0.05243775,0.0537891,0.05232528,0.9166,   1/  3,4.09403133
2,4,5,0.0517087,0.0500637,0.0500637,0.9173,   1/  3,4.10093427
2,4,6,0.05006305,0.04750537,0.04750537,0.9208,   1/  3,4.10466766
2,4,7,0.04995145,0.05154738,0.04750537,0.9149,   2/  3,4.10138035
2,4,8,0.04929867,0.05006575,0.04750537,0.9158,   3/  3,4.1167748
2,5,0,0.32971942,0.25039511,0.25039511,0.3452,   0/  3,3.80534863
2,5,1,0.22580864,0.21007963,0.21007963,0.4544,   0/  3,3.81778073
2,5,2,0.20743692,0.21385388,0.21007963,0.4744,   1/  3,3.8199265
2,5,3,0.2037351,0.20690839,0.20690839,0.4741,   1/  3,3.82535481
2,5,4,0.20149738,0.2011513,0.2011513,0.4871,   1/  3,3.81565022
2,5,5,0.2003827,0.20179314,0.2011513,0.489,   2/  3,3.81523395
2,5,6,0.19893569,0.20528526,0.2011513,0.4973,   3/  3,3.81643772
2,6,0,0.31064033,0.24067103,0.24067103,0.3615,   0/  3,4.0415051
2,6,1,0.21654931,0.20232333,0.20232333,0.5125,   0/  3,4.07625341
2,6,2,0.20054381,0.20179307,0.20179307,0.5072,   0/  3,4.07409167
2,6,3,0.19789104,0.20602777,0.20179307,0.5186,   1/  3,4.07623434
2,6,4,0.19512519,0.19451514,0.19451514,0.5454,   1/  3,4.08313012
2,6,5,0.19308429,0.19398014,0.19398014,0.5333,   1/  3,4.08021569
2,6,6,0.18979374,0.19386761,0.19386761,0.5192,   1/  3,4.08968759
2,6,7,0.18676482,0.18689995,0.18689995,0.5197,   1/  3,4.08678937
2,6,8,0.18516537,0.190684,0.18689995,0.5204,   2/  3,4.1020565
2,6,9,0.18342655,0.18336102,0.18336102,0.5325,   2/  3,4.19156337
2,6,10,0.18254161,0.18487734,0.18336102,0.5433,   3/  3,4.2679882
2,7,0,0.22695284,0.17806583,0.17806583,0.6627,   0/  3,3.99834132
2,7,1,0.15354398,0.13962493,0.13962493,0.7397,   0/  3,4.03367257
2,7,2,0.13694366,0.13618052,0.13618052,0.7469,   0/  3,4.03978062
2,7,3,0.13231398,0.13219712,0.13219712,0.76,   0/  3,4.04529619
2,7,4,0.12876631,0.13291145,0.13219712,0.7605,   1/  3,4.0324378
2,7,5,0.12639786,0.12983467,0.12983467,0.7552,   1/  3,4.03427935
2,7,6,0.12408464,0.1339532,0.12983467,0.7472,   2/  3,4.03137803
2,7,7,0.12264619,0.12448843,0.12448843,0.7642,   2/  3,4.02844048
2,7,8,0.12094557,0.12069159,0.12069159,0.7788,   2/  3,4.05062461
2,7,9,0.12017839,0.12100855,0.12069159,0.778,   3/  3,4.09561992
2,8,0,0.34652047,0.32502362,0.32502362,0.1028,   0/  3,3.43435621
2,8,1,0.32503386,0.32495573,0.32495573,0.1135,   0/  3,3.47115946
2,8,2,0.32502192,0.32507378,0.32495573,0.0982,   1/  3,3.47482061
2,8,3,0.32504935,0.3249816,0.32495573,0.1032,   2/  3,3.46687102
2,8,4,0.32503673,0.32502338,0.32495573,0.1135,   3/  3,3.47267032
2,9,0,0.28519159,0.25130823,0.25130823,0.3953,   0/  3,3.48803377
2,9,1,0.24084657,0.23863629,0.23863629,0.4604,   0/  3,3.54445958
2,9,2,0.23284265,0.23286116,0.23286116,0.5244,   0/  3,3.54057598
2,9,3,0.22977713,0.22512494,0.22512494,0.4812,   0/  3,3.53699446
2,9,4,0.19694262,0.18022719,0.18022719,0.6113,   0/  3,3.54119968
2,9,5,0.17643962,0.17741183,0.17741183,0.6183,   0/  3,3.53765512
2,9,6,0.17170786,0.16891071,0.16891071,0.652,   0/  3,3.53068638
2,9,7,0.1690483,0.17613113,0.16891071,0.6432,   1/  3,3.53797293
2,9,8,0.16872855,0.18286469,0.16891071,0.6234,   2/  3,3.54773688
2,9,9,0.16616155,0.16681865,0.16681865,0.6679,   2/  3,3.60408235
2,9,10,0.16464338,0.16860585,0.16681865,0.664,   3/  3,3.72277069
3,0,0,0.31649696,0.26484524,0.26484524,0.2956,   0/  3,3.37803316
3,0,1,0.25773497,0.24953355,0.24953355,0.3313,   0/  3,3.41123843
3,0,2,0.24886461,0.24277385,0.24277385,0.3397,   0/  3,3.40822577
3,0,3,0.24328868,0.24341661,0.24277385,0.347,   1/  3,3.40880847
3,0,4,0.24051864,0.24497948,0.24277385,0.3461,   2/  3,3.40991926
3,0,5,0.23956093,0.23730392,0.23730392,0.3579,   2/  3,3.4043901
3,0,6,0.23933916,0.24137189,0.23730392,0.3451,   3/  3,3.407691
3,1,0,0.33836814,0.32031296,0.32031296,0.1061,   0/  3,3.51407409
3,1,1,0.27692276,0.26535501,0.26535501,0.2886,   0/  3,3.57862449
3,1,2,0.25789798,0.25535033,0.25535033,0.3206,   0/  3,3.57745671
3,1,3,0.25140325,0.25204986,0.25204986,0.3247,   0/  3,3.57878113
3,1,4,0.24982217,0.25028257,0.25028257,0.3391,   0/  3,3.58324409
3,1,5,0.24900626,0.24976083,0.24976083,0.3426,   0/  3,3.58126426
3,1,6,0.24813127,0.24975497,0.24975497,0.3348,   0/  3,3.57529092
3,1,7,0.24793641,0.24896935,0.24896935,0.3466,   0/  3,3.58901715
3,1,8,0.24734121,0.24932123,0.24896935,0.3489,   1/  3,3.61427832
3,1,9,0.24720581,0.24922387,0.24896935,0.3399,   2/  3,3.69735408
3,1,10,0.2469472,0.250287,0.24896935,0.3423,   3/  3,3.84183574
3,2,0,0.22289068,0.1514908,0.1514908,0.6572,   0/  3,4.14114237
3,2,1,0.14891809,0.13438281,0.13438281,0.7358,   0/  3,4.17652559
3,2,2,0.12571429,0.11087898,0.11087898,0.7984,   0/  3,4.17240071
3,2,3,0.11510277,0.11440607,0.11087898,0.7855,   1/  3,4.1596992
3,2,4,0.1101747,0.11001189,0.11001189,0.8037,   1/  3,4.16617608
3,2,5,0.10757177,0.10440504,0.10440504,0.806,   1/  3,4.165483
3,2,6,0.10591029,0.10307912,0.10307912,0.8111,   1/  3,4.17053962
3,2,7,0.10488812,0.10139145,0.10139145,0.8169,   1/  3,4.17685294
3,2,8,0.10386699,0.10303148,0.10139145,0.8152,   2/  3,4.18902373
3,2,9,0.10379869,0.10313973,0.10139145,0.8147,   3/  3,4.27498245
3,3,0,0.34319867,0.32504608,0.32504608,0.1135,   0/  3,4.19982004
3,3,1,0.3250243,0.32495359,0.32495359,0.1135,   0/  3,4.25735497
3,3,2,0.32502991,0.32504371,0.32495359,0.1135,   1/  3,4.25708771
3,3,3,0.32503732,0.32498241,0.32495359,0.1135,   2/  3,4.24673772
3,3,4,0.3250397,0.32494334,0.32494334,0.1135,   2/  3,4.25429201
3,3,5,0.32501312,0.32491916,0.32491916,0.1135,   2/  3,4.25380778
3,3,6,0.32502089,0.32512174,0.32491916,0.1135,   3/  3,4.25103927
3,4,0,0.22247363,0.14875691,0.14875691,0.6903,   0/  3,4.0475812
3,4,1,0.13775823,0.12647766,0.12647766,0.7619,   0/  3,4.09336734
3,4,2,0.11869837,0.11051823,0.11051823,0.7881,   0/  3,4.08952546
3,4,3,0.10846732,0.09907681,0.09907681,0.8192,   0/  3,4.08972144
3,4,4,0.1006099,0.09350873,0.09350873,0.8314,   0/  3,4.08768463
3,4,5,0.09648364,0.10142621,0.09350873,0.8234,   1/  3,4.08529663
3,4,6,0.09437748,0.0920292,0.0920292,0.8403,   1/  3,4.09617662
3,4,7,0.09362417,0.09556711,0.0920292,0.8314,   2/  3,4.0932374
3,4,8,0.0926212,0.09172357,0.09172357,0.8389,   2/  3,4.11039639
3,4,9,0.09172746,0.09315967,0.09172357,0.8381,   3/  3,4.16482401
3,5,0,0.34086707,0.2733279,0.2733279,0.2953,   0/  3,3.55966473
3,5,1,0.20536856,0.1879414,0.1879414,0.554,   0/  3,3.60482025
3,5,2,0.18674901,0.18990183,0.1879414,0.5776,   1/  3,3.60430026
3,5,3,0.18400784,0.1785363,0.1785363,0.6095,   1/  3,3.60259771
3,5,4,0.18129153,0.17913609,0.1785363,0.6189,   2/  3,3.59807181
3,5,5,0.18045266,0.17878942,0.1785363,0.6158,   3/  3,3.60266566
3,6,0,0.27303875,0.20840655,0.20840655,0.4637,   0/  3,4.19688916
3,6,1,0.18320887,0.17103298,0.17103298,0.5666,   0/  3,4.27707815
3,6,2,0.15739237,0.15637822,0.15637822,0.6499,   0/  3,4.28041792
3,6,3,0.14656103,0.14419572,0.14419572,0.6671,   0/  3,4.27913141
3,6,4,0.14382252,0.14489289,0.14419572,0.6795,   1/  3,4.27873564
3,6,5,0.14138196,0.14762417,0.14419572,0.6692,   2/  3,4.27911401
3,6,6,0.14052746,0.14210853,0.14210853,0.673,   2/  3,4.26781917
3,6,7,0.13981651,0.14011593,0.14011593,0.6758,   2/  3,4.2855854
3,6,8,0.13853193,0.14393051,0.14011593,0.6723,   3/  3,4.31718588
3,7,0,0.15791576,0.10908041,0.10908041,0.8042,   0/  3,3.96810436
3,7,1,0.11224047,0.10184221,0.10184221,0.8209,   0/  3,4.00465727
3,7,2,0.10532749,0.10234938,0.10184221,0.8262,   1/  3,4.00084233
3,7,3,0.1009024,0.11108947,0.10184221,0.8074,   2/  3,3.99998403
3,7,4,0.09914465,0.09546187,0.09546187,0.8374,   2/  3,4.00036812
3,7,5,0.09749849,0.09614666,0.09546187,0.825,   3/  3,4.0058732
3,8,0,0.1901409,0.15229637,0.15229637,0.6371,   0/  3,4.12612534
3,8,1,0.14650557,0.14006371,0.14006371,0.6939,   0/  3,4.16484404
3,8,2,0.13116816,0.12509909,0.12509909,0.7563,   0/  3,4.16900015
3,8,3,0.12145016,0.12441055,0.12441055,0.7581,   0/  3,4.15722561
3,8,4,0.11603999,0.12016339,0.12016339,0.776,   0/  3,4.16216278
3,8,5,0.11118887,0.10902841,0.10902841,0.7943,   0/  3,4.16112185
3,8,6,0.10794865,0.10698103,0.10698103,0.7996,   0/  3,4.15524697
3,8,7,0.10560158,0.10752764,0.10698103,0.8043,   1/  3,4.17369723
3,8,8,0.10286955,0.10786184,0.10698103,0.8053,   2/  3,4.17238379
3,8,9,0.10166261,0.10264199,0.10264199,0.8105,   2/  3,4.25942755
3,8,10,0.10042942,0.10613816,0.10264199,0.8114,   3/  3,4.34992075
3,9,0,0.23037236,0.19395236,0.19395236,0.5686,   0/  3,4.17321587
3,9,1,0.17506433,0.15164447,0.15164447,0.7144,   0/  3,4.21071506
3,9,2,0.14557841,0.1558503,0.15164447,0.7014,   1/  3,4.18136263
3,9,3,0.13648388,0.14151031,0.14151031,0.7232,   1/  3,4.18994164
3,9,4,0.12636037,0.1195931,0.1195931,0.7704,   1/  3,4.19106293
3,9,5,0.1199107,0.1143336,0.1143336,0.7795,   1/  3,4.20046997
3,9,6,0.11534981,0.11171468,0.11171468,0.7928,   1/  3,4.19904494
