Generation,PID,Epoch,Training Loss,Validation Loss,Best Loss(Generation),Accuracy,EarlyStop Count,Runtim
7,5,1,0.26319063,0.25760782,0.25760782,0.2861,   0/  3,3.92599368
7,5,2,0.256742,0.25482253,0.25482253,0.2922,   0/  3,3.92594385
7,5,3,0.25545935,0.25779104,0.25482253,0.284,   1/  3,3.92203951
7,5,4,0.25473782,0.2548868,0.25482253,0.3017,   2/  3,3.93019414
7,5,5,0.25412031,0.25257939,0.25257939,0.3213,   2/  3,3.92329359
7,5,6,0.25351633,0.25147299,0.25147299,0.3645,   2/  3,3.92636704
7,5,7,0.24900631,0.24429302,0.24429302,0.3874,   2/  3,3.92969584
7,5,8,0.24165965,0.23802416,0.23802416,0.4,   2/  3,3.92701983
7,5,9,0.23817217,0.23922394,0.23802416,0.3807,   3/  3,3.97117352
7,6,0,0.34222812,0.32496534,0.32496534,0.1135,   0/  3,3.92637205
7,6,1,0.32501932,0.32499527,0.32496534,0.1135,   1/  3,3.94920158
7,6,2,0.32502519,0.32499647,0.32496534,0.1135,   2/  3,3.9532969
7,6,3,0.32500524,0.32499432,0.32496534,0.1135,   3/  3,3.95580864
7,7,0,0.3156076,0.27386767,0.27386767,0.233,   0/  3,3.8533268
7,7,1,0.2726052,0.26689904,0.26689904,0.2718,   0/  3,3.86923361
7,7,2,0.26788468,0.27276217,0.26689904,0.2411,   1/  3,3.87187648
7,7,3,0.26642135,0.26360278,0.26360278,0.2684,   1/  3,3.87160158
7,7,4,0.26462486,0.26096801,0.26096801,0.2731,   1/  3,3.86972904
7,7,5,0.26400579,0.26474329,0.26096801,0.2685,   2/  3,3.8725934
7,7,6,0.26397757,0.26478894,0.26096801,0.2635,   3/  3,3.86512589
7,8,0,0.34364133,0.28081779,0.28081779,0.2507,   0/  3,3.90803909
7,8,1,0.27636184,0.27272466,0.27272466,0.2787,   0/  3,3.93173742
7,8,2,0.26948807,0.26451898,0.26451898,0.3108,   0/  3,3.92952228
7,8,3,0.26239178,0.25725108,0.25725108,0.3347,   0/  3,3.9245882
7,8,4,0.25859168,0.2567315,0.2567315,0.3514,   0/  3,3.92017293
7,8,5,0.25691534,0.25425471,0.25425471,0.3445,   0/  3,3.9334085
7,8,6,0.25628412,0.25362534,0.25362534,0.3571,   0/  3,3.92062593
7,8,7,0.25567724,0.25321257,0.25321257,0.3353,   0/  3,3.92751217
7,8,8,0.25548256,0.25375561,0.25321257,0.3549,   1/  3,3.92729902
7,8,9,0.2551254,0.25321143,0.25321143,0.3378,   1/  3,3.94147491
7,8,10,0.25497561,0.25335355,0.25321143,0.3472,   2/  3,3.98757148
7,8,11,0.25470325,0.25426441,0.25321143,0.3301,   3/  3,4.0242815
7,9,0,0.26527502,0.22550177,0.22550177,0.4411,   0/  3,3.9393425
7,9,1,0.21717303,0.21626725,0.21626725,0.4638,   0/  3,3.96542454
7,9,2,0.21051272,0.21436853,0.21436853,0.4737,   0/  3,3.97155643
7,9,3,0.20724623,0.20929631,0.20929631,0.4915,   0/  3,3.96995664
7,9,4,0.2047215,0.2042338,0.2042338,0.5052,   0/  3,3.96866083
7,9,5,0.20435365,0.2062933,0.2042338,0.5025,   1/  3,3.97027969
7,9,6,0.20164223,0.20104612,0.20104612,0.5136,   1/  3,3.97094369
7,9,7,0.20015549,0.20309883,0.20104612,0.5019,   2/  3,3.97560191
7,9,8,0.19956224,0.20207092,0.20104612,0.5166,   3/  3,3.98676229
8,0,0,0.34569961,0.32510364,0.32510364,0.098,   0/  3,3.82098365
8,0,1,0.32506832,0.32500477,0.32500477,0.1135,   0/  3,3.84556484
8,0,2,0.3250451,0.32494186,0.32494186,0.1135,   0/  3,3.84590459
8,0,3,0.32505061,0.32514516,0.32494186,0.101,   1/  3,3.84719181
8,0,4,0.32504931,0.32494696,0.32494186,0.1135,   2/  3,3.84817529
8,0,5,0.3250404,0.3249799,0.32494186,0.1135,   3/  3,3.84962535
8,1,0,0.35484725,0.32492911,0.32492911,0.1135,   0/  3,3.87467074
8,1,1,0.32501456,0.3249402,0.32492911,0.1135,   1/  3,3.880898
8,1,2,0.32501403,0.3249389,0.32492911,0.1135,   2/  3,3.88608646
8,1,3,0.32500835,0.32496429,0.32492911,0.1135,   3/  3,3.89086986
8,2,0,0.32038161,0.28188491,0.28188491,0.267,   0/  3,3.85771918
8,2,1,0.28066237,0.2778328,0.2778328,0.3117,   0/  3,3.87723541
8,2,2,0.2763831,0.27726286,0.27726286,0.3092,   0/  3,3.8757503
8,2,3,0.27425291,0.27463157,0.27463157,0.303,   0/  3,3.87554669
8,2,4,0.27337996,0.27350956,0.27350956,0.3239,   0/  3,3.87386727
8,2,5,0.27317254,0.2733831,0.2733831,0.2943,   0/  3,3.88061261
8,2,6,0.27311517,0.27325633,0.27325633,0.3153,   0/  3,3.88016319
8,2,7,0.27300681,0.27371881,0.27325633,0.2861,   1/  3,3.87452221
8,2,8,0.27292645,0.27212809,0.27212809,0.3021,   1/  3,3.88004827
8,2,9,0.2727959,0.27212678,0.27212678,0.3249,   1/  3,3.89253402
8,2,10,0.27267595,0.27234859,0.27212678,0.322,   2/  3,3.91596913
8,2,11,0.27254922,0.27226098,0.27212678,0.3217,   3/  3,3.95424557
8,3,0,0.32187883,0.28035181,0.28035181,0.2994,   0/  3,3.8359251
8,3,1,0.24328139,0.22584134,0.22584134,0.4985,   0/  3,3.86613393
8,3,2,0.21089148,0.21055938,0.21055938,0.5092,   0/  3,3.8645637
8,3,3,0.20131374,0.19420444,0.19420444,0.5489,   0/  3,3.86799479
8,3,4,0.18891102,0.19102644,0.19102644,0.5683,   0/  3,3.87365627
8,3,5,0.1855324,0.18649023,0.18649023,0.5681,   0/  3,3.87685418
8,3,6,0.18449186,0.18690106,0.18649023,0.5772,   1/  3,3.88045692
8,3,7,0.18376851,0.19273766,0.18649023,0.5761,   2/  3,3.87686682
8,3,8,0.18275252,0.18665163,0.18649023,0.5762,   3/  3,3.87803316
8,4,0,0.35295044,0.3249611,0.3249611,0.1135,   0/  3,3.90366316
8,4,1,0.3249915,0.32494319,0.32494319,0.1135,   0/  3,3.92533517
8,4,2,0.32498816,0.32492394,0.32492394,0.1135,   0/  3,3.91885471
8,4,3,0.32498987,0.3249179,0.3249179,0.1135,   0/  3,3.92595959
8,4,4,0.3249995,0.32492941,0.3249179,0.1135,   1/  3,3.93526244
8,4,5,0.3249938,0.32493137,0.3249179,0.1135,   2/  3,3.93549109
8,4,6,0.32499638,0.32496709,0.3249179,0.1135,   3/  3,3.93281889
8,5,0,0.39227361,0.32503536,0.32503536,0.1135,   0/  3,3.92654729
8,5,1,0.32496989,0.32490704,0.32490704,0.1135,   0/  3,3.93217897
8,5,2,0.32495847,0.3249237,0.32490704,0.1135,   1/  3,3.93610764
8,5,3,0.3249557,0.32490494,0.32490494,0.1135,   1/  3,3.93534803
8,5,4,0.32495107,0.32491192,0.32490494,0.1135,   2/  3,3.93895864
8,5,5,0.32495497,0.32490544,0.32490494,0.1135,   3/  3,3.93966484
8,6,0,0.3442827,0.318971,0.318971,0.1428,   0/  3,3.8185699
8,6,1,0.29598569,0.28283031,0.28283031,0.266,   0/  3,3.83803463
8,6,2,0.28129,0.27801899,0.27801899,0.2658,   0/  3,3.84719086
8,6,3,0.2747745,0.26655942,0.26655942,0.3052,   0/  3,3.84645271
8,6,4,0.26395837,0.26146076,0.26146076,0.3171,   0/  3,3.84110999
8,6,5,0.2608592,0.26042035,0.26042035,0.3174,   0/  3,3.84530449
8,6,6,0.25835696,0.25760007,0.25760007,0.3703,   0/  3,3.85227346
8,6,7,0.25643413,0.25635312,0.25635312,0.3979,   0/  3,3.85141277
8,6,8,0.25484887,0.25406948,0.25406948,0.3976,   0/  3,3.85928059
8,6,9,0.25312322,0.25364092,0.25364092,0.3842,   0/  3,3.86412024
8,6,10,0.25215572,0.25505119,0.25364092,0.3616,   1/  3,3.86851239
8,6,11,0.25207204,0.25389446,0.25364092,0.3617,   2/  3,3.87832642
8,6,12,0.25147434,0.25303569,0.25303569,0.369,   2/  3,3.8846004
8,6,13,0.251239,0.25168819,0.25168819,0.3734,   2/  3,3.88679051
8,6,14,0.25113651,0.2527987,0.25168819,0.3443,   3/  3,3.89670157
8,7,0,0.35882274,0.30631498,0.30631498,0.1507,   0/  3,3.87979841
8,7,1,0.28504201,0.27001096,0.27001096,0.2951,   0/  3,3.9118526
8,7,2,0.26808085,0.26612858,0.26612858,0.3519,   0/  3,3.8999896
8,7,3,0.26646414,0.26451258,0.26451258,0.3506,   0/  3,3.89146495
8,7,4,0.2502995,0.23288383,0.23288383,0.4355,   0/  3,3.8848896
8,7,5,0.22848045,0.22523497,0.22523497,0.4644,   0/  3,3.8920362
8,7,6,0.21698539,0.21319741,0.21319741,0.5009,   0/  3,3.89170551
8,7,7,0.20932317,0.20991571,0.20991571,0.4955,   0/  3,3.88667464
8,7,8,0.20508479,0.20372958,0.20372958,0.5124,   0/  3,3.90087342
8,7,9,0.20230368,0.20543024,0.20372958,0.5221,   1/  3,3.92272186
8,7,10,0.200035,0.20500065,0.20372958,0.5092,   2/  3,3.92814708
8,7,11,0.19898549,0.20119681,0.20119681,0.5314,   2/  3,3.94291353
8,7,12,0.19796388,0.2015447,0.20119681,0.5345,   3/  3,3.98256826
8,8,0,0.34396672,0.3249959,0.3249959,0.1028,   0/  3,3.88804555
8,8,1,0.32501083,0.32506706,0.3249959,0.1135,   1/  3,3.90871453
8,8,2,0.32501758,0.32491856,0.32491856,0.1135,   1/  3,3.90988731
8,8,3,0.32501016,0.32495447,0.32491856,0.1135,   2/  3,3.91483712
8,8,4,0.32502489,0.32498483,0.32491856,0.1135,   3/  3,3.907655
8,9,0,0.3047001,0.26247645,0.26247645,0.2846,   0/  3,3.89834976
8,9,1,0.2625356,0.25906295,0.25906295,0.2864,   0/  3,3.91550422
8,9,2,0.25957495,0.26027011,0.25906295,0.3172,   1/  3,3.91331387
8,9,3,0.25788658,0.25383503,0.25383503,0.337,   1/  3,3.91319036
8,9,4,0.2574287,0.25638716,0.25383503,0.3234,   2/  3,3.91887116
8,9,5,0.25744446,0.25180166,0.25180166,0.3419,   2/  3,3.91540408
8,9,6,0.25575042,0.25084931,0.25084931,0.3428,   2/  3,3.92202449
8,9,7,0.25545739,0.25491237,0.25084931,0.3256,   3/  3,3.91137052
9,0,0,0.29391236,0.24871975,0.24871975,0.3066,   0/  3,3.85028934
9,0,1,0.2227928,0.21477882,0.21477882,0.4455,   0/  3,3.84999943
9,0,2,0.21200669,0.22086674,0.21477882,0.4361,   1/  3,3.86015797
9,0,3,0.2105972,0.22559087,0.21477882,0.4191,   2/  3,3.85911965
9,0,4,0.20946091,0.21267271,0.21267271,0.4477,   2/  3,3.84955835
9,0,5,0.2097463,0.21344797,0.21267271,0.4427,   3/  3,3.85870552
9,1,0,0.27629565,0.23761896,0.23761896,0.4408,   0/  3,3.86865807
9,1,1,0.22766984,0.21913549,0.21913549,0.4818,   0/  3,3.9035728
9,1,2,0.2026235,0.19641315,0.19641315,0.5817,   0/  3,3.90749836
9,1,3,0.19349364,0.18895257,0.18895257,0.5966,   0/  3,3.89581656
9,1,4,0.18820009,0.18349929,0.18349929,0.6238,   0/  3,3.90896177
9,1,5,0.18465665,0.18217969,0.18217969,0.6127,   0/  3,3.9072206
9,1,6,0.18341616,0.18299667,0.18217969,0.6106,   1/  3,3.8986392
9,1,7,0.18193487,0.18964196,0.18217969,0.5799,   2/  3,3.89786577
9,1,8,0.180188,0.17828262,0.17828262,0.62,   2/  3,3.91383076
9,1,9,0.17845037,0.17835325,0.17828262,0.6051,   3/  3,3.93049908
9,2,0,0.35731681,0.32492318,0.32492318,0.1135,   0/  3,3.97194886
9,2,1,0.32499536,0.3249683,0.32492318,0.1135,   1/  3,3.99659944
9,2,2,0.32498876,0.32499175,0.32492318,0.1135,   2/  3,4.00263596
9,2,3,0.32498451,0.32493327,0.32492318,0.1135,   3/  3,4.00049663
9,3,0,0.33714618,0.3139507,0.3139507,0.1808,   0/  3,3.84793544
9,3,1,0.29200194,0.28779005,0.28779005,0.2678,   0/  3,3.87281299
9,3,2,0.28212359,0.28005087,0.28005087,0.2809,   0/  3,3.87032199
9,3,3,0.27775658,0.27730526,0.27730526,0.2896,   0/  3,3.87343597
9,3,4,0.27617421,0.27629958,0.27629958,0.307,   0/  3,3.87573338
9,3,5,0.27465562,0.27477818,0.27477818,0.2795,   0/  3,3.8763411
9,3,6,0.27311434,0.27410907,0.27410907,0.281,   0/  3,3.8792305
9,3,7,0.27252479,0.27245415,0.27245415,0.2776,   0/  3,3.87583232
9,3,8,0.2714822,0.27208731,0.27208731,0.274,   0/  3,3.88686252
9,3,9,0.2707056,0.26996329,0.26996329,0.2486,   0/  3,3.92341733
9,3,10,0.27015101,0.2687205,0.2687205,0.2722,   0/  3,3.9367671
9,3,11,0.26919138,0.26989483,0.2687205,0.2276,   1/  3,3.94962049
9,3,12,0.26930318,0.26880539,0.2687205,0.2856,   2/  3,4.01757622
9,3,13,0.26840381,0.26974142,0.2687205,0.2803,   3/  3,4.05309558
9,4,0,0.32926229,0.29011289,0.29011289,0.2327,   0/  3,3.89560151
9,4,1,0.27530403,0.26556882,0.26556882,0.316,   0/  3,3.93229127
9,4,2,0.2598553,0.23663874,0.23663874,0.3996,   0/  3,3.93992591
9,4,3,0.21378249,0.19720787,0.19720787,0.5052,   0/  3,3.92977452
9,4,4,0.18709625,0.18041825,0.18041825,0.5861,   0/  3,3.93242693
9,4,5,0.1804285,0.17716606,0.17716606,0.6196,   0/  3,3.93019533
9,4,6,0.17718753,0.17597296,0.17597296,0.6227,   0/  3,3.92360544
9,4,7,0.1747938,0.17788634,0.17597296,0.6296,   1/  3,3.93023157
9,4,8,0.17329157,0.1714927,0.1714927,0.6298,   1/  3,3.94431925
9,4,9,0.17150185,0.17142967,0.17142967,0.6197,   1/  3,3.96420169
9,4,10,0.1703854,0.17367217,0.17142967,0.6545,   2/  3,3.98780751
9,4,11,0.17037875,0.17264933,0.17142967,0.629,   3/  3,4.00025821
9,5,0,0.3436132,0.32492843,0.32492843,0.1135,   0/  3,3.88499022
9,5,1,0.32499801,0.32497425,0.32492843,0.1135,   1/  3,3.89658523
9,5,2,0.3250165,0.32494974,0.32492843,0.1135,   2/  3,3.88963437
9,5,3,0.32502079,0.32500193,0.32492843,0.1135,   3/  3,3.89865375
9,6,0,0.32590918,0.29534622,0.29534622,0.2355,   0/  3,3.85278487
9,6,1,0.2883116,0.2863217,0.2863217,0.2358,   0/  3,3.88337326
9,6,2,0.28443498,0.28415313,0.28415313,0.2435,   0/  3,3.88187027
9,6,3,0.28160339,0.27821503,0.27821503,0.2759,   0/  3,3.88594842
9,6,4,0.27625235,0.27589212,0.27589212,0.2644,   0/  3,3.88476491
9,6,5,0.27520744,0.2751092,0.2751092,0.2602,   0/  3,3.87612724
9,6,6,0.27484832,0.27496833,0.27496833,0.2583,   0/  3,3.88384366
9,6,7,0.27465456,0.27461993,0.27461993,0.2456,   0/  3,3.87773371
9,6,8,0.27452962,0.27467803,0.27461993,0.2494,   1/  3,3.88977718
9,6,9,0.27449685,0.27443266,0.27443266,0.2436,   1/  3,3.92615056
9,6,10,0.27440052,0.2746429,0.27443266,0.2372,   2/  3,3.93485522
9,6,11,0.2743743,0.27431042,0.27431042,0.2425,   2/  3,3.95488596
9,6,12,0.27431591,0.27454979,0.27431042,0.2534,   3/  3,4.00770187
9,7,0,0.33581122,0.29945677,0.29945677,0.2069,   0/  3,3.87273383
9,7,1,0.28244552,0.27450578,0.27450578,0.2759,   0/  3,3.90241814
9,7,2,0.27346967,0.27181596,0.27181596,0.2844,   0/  3,3.90039825
9,7,3,0.25249703,0.23200676,0.23200676,0.3886,   0/  3,3.89819431
9,7,4,0.23172869,0.22933464,0.22933464,0.3625,   0/  3,3.90422201
9,7,5,0.22786624,0.22563677,0.22563677,0.3877,   0/  3,3.90464377
9,7,6,0.22585917,0.22450176,0.22450176,0.4024,   0/  3,3.91189671
9,7,7,0.22404047,0.22298969,0.22298969,0.4204,   0/  3,3.90478778
9,7,8,0.22315576,0.22212726,0.22212726,0.4058,   0/  3,3.91436052
9,7,9,0.22217912,0.22234075,0.22212726,0.4221,   1/  3,3.94044757
9,7,10,0.22152448,0.22164954,0.22164954,0.4192,   1/  3,3.96374321
9,7,11,0.22094136,0.22029147,0.22029147,0.411,   1/  3,3.97719073
9,7,12,0.22001431,0.22039169,0.22029147,0.4217,   2/  3,3.99742413
9,7,13,0.21931739,0.2179805,0.2179805,0.4299,   2/  3,4.05898046
9,7,14,0.218521,0.21968395,0.2179805,0.4313,   3/  3,4.07689309
9,8,0,0.37319978,0.32497766,0.32497766,0.1135,   0/  3,3.86539102
9,8,1,0.32496397,0.3249098,0.3249098,0.1135,   0/  3,3.87549305
9,8,2,0.32495618,0.32492037,0.3249098,0.1135,   1/  3,3.88112259
9,8,3,0.32495732,0.32492511,0.3249098,0.1135,   2/  3,3.88284278
9,8,4,0.32494528,0.32492962,0.3249098,0.1135,   3/  3,3.8769958
9,9,0,0.31913144,0.27735085,0.27735085,0.2494,   0/  3,3.86289239
9,9,1,0.26673492,0.2683518,0.2683518,0.3232,   0/  3,3.87740588
9,9,2,0.25985135,0.25741001,0.25741001,0.34,   0/  3,3.8788867
9,9,3,0.25476459,0.25508351,0.25508351,0.3469,   0/  3,3.87230849
9,9,4,0.2519513,0.25503715,0.25503715,0.3579,   0/  3,3.87741327
9,9,5,0.25076939,0.25080617,0.25080617,0.3714,   0/  3,3.87012553
9,9,6,0.24959201,0.24934292,0.24934292,0.3771,   0/  3,3.87423968
9,9,7,0.24912828,0.2485175,0.2485175,0.3722,   0/  3,3.87499833
9,9,8,0.24881716,0.24944498,0.2485175,0.364,   1/  3,3.88137221
9,9,9,0.24799547,0.24743652,0.24743652,0.3781,   1/  3,3.89414144
9,9,10,0.24817628,0.24899341,0.24743652,0.3607,   2/  3,3.932302
9,9,11,0.24772018,0.25300727,0.24743652,0.3304,   3/  3,3.94164419
10,0,0,0.28020989,0.23880178,0.23880178,0.3886,   0/  3,3.83562565
10,0,1,0.22060549,0.21859127,0.21859127,0.4593,   0/  3,3.85378098
10,0,2,0.21210621,0.21139023,0.21139023,0.476,   0/  3,3.85278773
10,0,3,0.20823192,0.20895892,0.20895892,0.4845,   0/  3,3.85649562
10,0,4,0.20606425,0.20615585,0.20615585,0.5113,   0/  3,3.86141968
10,0,5,0.20262627,0.20518587,0.20518587,0.4981,   0/  3,3.85785246
10,0,6,0.19956632,0.20127038,0.20127038,0.5062,   0/  3,3.86061454
10,0,7,0.19739085,0.19924737,0.19924737,0.5209,   0/  3,3.864645
10,0,8,0.19619853,0.19948294,0.19924737,0.5091,   1/  3,3.86401272
10,0,9,0.19440655,0.19622274,0.19622274,0.522,   1/  3,3.88270259
10,0,10,0.19258939,0.19400925,0.19400925,0.5303,   1/  3,3.89889479
10,0,11,0.19220676,0.19683639,0.19400925,0.5242,   2/  3,3.90853906
10,0,12,0.1917599,0.19405168,0.19400925,0.5271,   3/  3,3.92315555
10,1,0,0.34724267,0.32502349,0.32502349,0.1135,   0/  3,3.88056993
10,1,1,0.32501697,0.32500337,0.32500337,0.1135,   0/  3,3.90161729
10,1,2,0.32502291,0.32501916,0.32500337,0.1028,   1/  3,3.89569426
10,1,3,0.32502791,0.32502419,0.32500337,0.1135,   2/  3,3.90370607
10,1,4,0.32503059,0.32503672,0.32500337,0.1028,   3/  3,3.90790844
10,2,0,0.39427496,0.3250444,0.3250444,0.1135,   0/  3,3.91257262
10,2,1,0.32496784,0.32490266,0.32490266,0.1135,   0/  3,3.93765974
10,2,2,0.32495872,0.32492351,0.32490266,0.1135,   1/  3,3.93475008
10,2,3,0.32495524,0.32493162,0.32490266,0.1135,   2/  3,3.94355297
10,2,4,0.32495219,0.32492187,0.32490266,0.1135,   3/  3,3.94142771
10,3,0,0.34691548,0.32493025,0.32493025,0.1135,   0/  3,3.90433359
10,3,1,0.32498498,0.3249619,0.32493025,0.1135,   1/  3,3.91595769
10,3,2,0.32498613,0.32499012,0.32493025,0.1135,   2/  3,3.9266026
10,3,3,0.32498798,0.32498035,0.32493025,0.1135,   3/  3,3.92682028
10,4,0,0.34712076,0.324973,0.324973,0.1135,   0/  3,3.93039703
10,4,1,0.32501173,0.324975,0.324973,0.1135,   1/  3,3.95661449
10,4,2,0.32503127,0.32498192,0.324973,0.1135,   2/  3,3.9530623
10,4,3,0.32502623,0.3250031,0.324973,0.1135,   3/  3,3.95886207
10,5,0,0.38250121,0.32501369,0.32501369,0.1135,   0/  3,3.9155066
10,5,1,0.32496402,0.32495784,0.32495784,0.1135,   0/  3,3.93504167
10,5,2,0.3250235,0.32491527,0.32491527,0.1135,   0/  3,3.94119978
10,5,3,0.32497249,0.32491242,0.32491242,0.1135,   0/  3,3.93240118
10,5,4,0.32496527,0.32490742,0.32490742,0.1135,   0/  3,3.93647718
10,5,5,0.32495949,0.32491638,0.32490742,0.1135,   1/  3,3.94263196
10,5,6,0.32495448,0.32492844,0.32490742,0.1135,   2/  3,3.94334722
10,5,7,0.32495365,0.32492308,0.32490742,0.1135,   3/  3,3.9390533
10,6,0,0.38032005,0.32502497,0.32502497,0.1135,   0/  3,3.91492844
10,6,1,0.32495502,0.32493554,0.32493554,0.1135,   0/  3,3.93364716
10,6,2,0.32495805,0.32491467,0.32491467,0.1135,   0/  3,3.9306941
10,6,3,0.3249598,0.32490563,0.32490563,0.1135,   0/  3,3.92547154
10,6,4,0.32495182,0.32492095,0.32490563,0.1135,   1/  3,3.91832662
10,6,5,0.32495744,0.32493933,0.32490563,0.1135,   2/  3,3.93194437
10,6,6,0.32495534,0.32493574,0.32490563,0.1135,   3/  3,3.92890286
10,7,0,0.33533611,0.29957669,0.29957669,0.1995,   0/  3,3.80450749
10,7,1,0.29402605,0.29263577,0.29263577,0.2019,   0/  3,3.81951809
10,7,2,0.29043247,0.29103492,0.29103492,0.2045,   0/  3,3.82621503
10,7,3,0.28952872,0.29105848,0.29103492,0.2062,   1/  3,3.81680417
10,7,4,0.28909738,0.29014282,0.29014282,0.2082,   1/  3,3.82214761
10,7,5,0.28884345,0.2900854,0.2900854,0.2116,   1/  3,3.82042933
10,7,6,0.28859472,0.28973775,0.28973775,0.2003,   1/  3,3.82507157
10,7,7,0.28849838,0.28948343,0.28948343,0.2035,   1/  3,3.81872082
10,7,8,0.28828354,0.28932434,0.28932434,0.219,   1/  3,3.83054972
10,7,9,0.28631606,0.28453827,0.28453827,0.2628,   1/  3,3.84029889
10,7,10,0.28260157,0.28272797,0.28272797,0.2679,   1/  3,3.86047864
10,7,11,0.27948208,0.27720044,0.27720044,0.2726,   1/  3,3.86660647
10,7,12,0.27535207,0.27553839,0.27553839,0.2851,   1/  3,3.86918974
10,7,13,0.27393161,0.27640035,0.27553839,0.2894,   2/  3,3.89992952
10,7,14,0.27373368,0.27449311,0.27449311,0.3038,   2/  3,3.93149304
10,7,15,0.27325617,0.27486354,0.27449311,0.3017,   3/  3,3.92511988
10,8,0,0.39659046,0.32502712,0.32502712,0.1135,   0/  3,3.98709297
10,8,1,0.32496733,0.32493139,0.32493139,0.1135,   0/  3,4.01328516
10,8,2,0.32495445,0.32491856,0.32491856,0.1135,   0/  3,4.01270676
10,8,3,0.32495441,0.3249278,0.32491856,0.1135,   1/  3,4.01160192
10,8,4,0.32495474,0.3249212,0.32491856,0.1135,   2/  3,4.0107758
10,8,5,0.32495653,0.32493182,0.32491856,0.1135,   3/  3,4.00770521
10,9,0,0.27629363,0.23916333,0.23916333,0.4187,   0/  3,3.82524061
10,9,1,0.22829781,0.21837593,0.21837593,0.5442,   0/  3,3.83489704
10,9,2,0.215528,0.21225244,0.21225244,0.5549,   0/  3,3.84382319
10,9,3,0.21023413,0.207318,0.207318,0.5873,   0/  3,3.85123396
10,9,4,0.2040393,0.20111234,0.20111234,0.5753,   0/  3,3.84847808
10,9,5,0.19880498,0.20548779,0.20111234,0.5736,   1/  3,3.84489775
10,9,6,0.19611885,0.19338761,0.19338761,0.599,   1/  3,3.8477869
10,9,7,0.19366233,0.18949297,0.18949297,0.607,   1/  3,3.85118437
10,9,8,0.19201297,0.18925991,0.18925991,0.606,   1/  3,3.84949398
10,9,9,0.19045277,0.1853571,0.1853571,0.6243,   1/  3,3.87066293
10,9,10,0.18739469,0.18906808,0.1853571,0.6026,   2/  3,3.88340545
10,9,11,0.18388032,0.18281458,0.18281458,0.6039,   2/  3,3.88725686
10,9,12,0.18165235,0.18032614,0.18032614,0.6437,   2/  3,3.9169898
10,9,13,0.17749513,0.17595263,0.17595263,0.6506,   2/  3,3.95980692
10,9,14,0.17539153,0.17679847,0.17595263,0.637,   3/  3,3.96259546
