Generation,PID, Epoch, Training Loss, Validation Loss,Best Loss(Generation), Accuracy,EarlyStopCount,Runtime
0,0,0,0.34104418,0.31593274,0.31593274,0.1987,   0/  3,3.57947993
0,0,1,0.27989705,0.26952602,0.26952602,0.2466,   0/  3,3.60455012
0,0,2,0.27024185,0.26768938,0.26768938,0.2761,   0/  3,3.60365915
0,0,3,0.26517573,0.26183498,0.26183498,0.2902,   0/  3,3.59937286
0,0,4,0.25868095,0.25570032,0.25570032,0.3166,   0/  3,3.60063434
0,0,5,0.25407715,0.25288485,0.25288485,0.3132,   0/  3,3.61057115
0,0,6,0.25122623,0.25086345,0.25086345,0.3208,   0/  3,3.60749435
0,0,7,0.25080119,0.24946736,0.24946736,0.3351,   0/  3,3.60432267
0,0,8,0.24895041,0.25072204,0.24946736,0.3634,   1/  3,3.61930275
0,0,9,0.24830531,0.24808371,0.24808371,0.346,   1/  3,3.64925814
0,0,10,0.24585536,0.24334052,0.24334052,0.3872,   1/  3,3.72016144
0,0,11,0.24431643,0.24302609,0.24302609,0.375,   1/  3,3.7435925
0,0,12,0.24338205,0.24167066,0.24167066,0.389,   1/  3,3.79362726
0,0,13,0.24205851,0.24207034,0.24167066,0.387,   2/  3,3.97373748
0,0,14,0.24693191,0.24888804,0.24167066,0.3682,   3/  3,4.04943347
0,1,0,0.33451845,0.29160886,0.29160886,0.211,   0/  3,3.47004819
0,1,1,0.28721214,0.2838544,0.2838544,0.2099,   0/  3,3.49951625
0,1,2,0.28423497,0.28252337,0.28252337,0.2087,   0/  3,3.49845552
0,1,3,0.28368924,0.28204475,0.28204475,0.2138,   0/  3,3.50175619
0,1,4,0.28336079,0.28299908,0.28204475,0.2121,   1/  3,3.50216627
0,1,5,0.28309584,0.28253567,0.28204475,0.215,   2/  3,3.5055654
0,1,6,0.28293536,0.28197052,0.28197052,0.2145,   2/  3,3.49821115
0,1,7,0.28282598,0.28224762,0.28197052,0.2126,   3/  3,3.49886727
0,2,0,0.3205554,0.2698964,0.2698964,0.2322,   0/  3,2.92887855
0,2,1,0.26263182,0.26318087,0.26318087,0.2787,   0/  3,2.93502331
0,2,2,0.25931573,0.26088347,0.26088347,0.2907,   0/  3,2.944175
0,2,3,0.25839491,0.26095079,0.26088347,0.2874,   1/  3,2.94588971
0,2,4,0.25801781,0.25749366,0.25749366,0.301,   1/  3,2.94592476
0,2,5,0.25772506,0.26067917,0.25749366,0.2938,   2/  3,2.94160128
0,2,6,0.2578851,0.25921597,0.25749366,0.3047,   3/  3,2.9448843
0,3,0,0.33520297,0.28768393,0.28768393,0.2494,   0/  3,3.01453352
0,3,1,0.23124084,0.21281174,0.21281174,0.4892,   0/  3,3.03615093
0,3,2,0.20500485,0.20389409,0.20389409,0.5182,   0/  3,3.03948879
0,3,3,0.20078868,0.20189039,0.20189039,0.5182,   0/  3,3.03983569
0,3,4,0.19929544,0.20031597,0.20031597,0.5311,   0/  3,3.03937435
0,3,5,0.19842828,0.19897626,0.19897626,0.5372,   0/  3,3.03754306
0,3,6,0.19762713,0.19901128,0.19897626,0.5425,   1/  3,3.04238987
0,3,7,0.19713176,0.19953027,0.19897626,0.5281,   2/  3,3.03931594
0,3,8,0.19712261,0.19799088,0.19799088,0.5391,   2/  3,3.04295826
0,3,9,0.19685778,0.20222429,0.19799088,0.5175,   3/  3,3.07358432
0,4,0,0.32826708,0.26645552,0.26645552,0.2417,   0/  3,3.02268171
0,4,1,0.26276082,0.25944789,0.25944789,0.2923,   0/  3,3.05163193
0,4,2,0.25848287,0.25494215,0.25494215,0.3174,   0/  3,3.04843068
