Generation,PID, Epoch, Training Loss, Validation Loss,Best, Accuracy,EarlyStopCount,Runtime
6,3,10,0.15370078,0.15841147,0.15841147,0.6761,   1/  3,5.37408233
6,3,11,0.15229523,0.15461812,0.15461812,0.6913,   1/  3,5.41082859
6,3,12,0.15052968,0.15310759,0.15310759,0.6928,   1/  3,5.47307944
6,3,13,0.15008576,0.15871444,0.15310759,0.6737,   2/  3,5.47474647
6,3,14,0.14912835,0.15056322,0.15056322,0.7003,   2/  3,5.47237992
6,3,15,0.14594336,0.15032842,0.15032842,0.6978,   2/  3,5.47377467
6,3,16,0.14462531,0.15244847,0.15032842,0.6957,   3/  3,5.47636604
6,4,0,0.2040389,0.15283339,0.15283339,0.7287,   0/  3,5.42810345
6,4,1,0.13733513,0.12926423,0.12926423,0.7896,   0/  3,5.49307036
6,4,2,0.12319851,0.11508684,0.11508684,0.8291,   0/  3,5.49639177
6,4,3,0.10931701,0.10772058,0.10772058,0.8479,   0/  3,5.50164366
6,4,4,0.10151894,0.1024713,0.1024713,0.8405,   0/  3,5.50185084
6,4,5,0.09917397,0.09732494,0.09732494,0.862,   0/  3,5.50140548
6,4,6,0.09649331,0.10169062,0.09732494,0.8463,   1/  3,5.49999642
6,4,7,0.09418738,0.09742108,0.09732494,0.8658,   2/  3,5.51286674
6,4,8,0.09180665,0.09178663,0.09178663,0.8799,   2/  3,5.54611993
6,4,9,0.08789991,0.09900515,0.09178663,0.8841,   3/  3,5.57552576
6,5,0,0.25806496,0.20768366,0.20768366,0.5063,   0/  3,5.25365233
6,5,1,0.20175831,0.19596135,0.19596135,0.5712,   0/  3,5.29215479
6,5,2,0.19101818,0.18981339,0.18981339,0.5527,   0/  3,5.29664874
6,5,3,0.1853444,0.18542174,0.18542174,0.5524,   0/  3,5.29780102
6,5,4,0.18294928,0.18348992,0.18348992,0.5304,   0/  3,5.30767894
6,5,5,0.18002751,0.1830229,0.1830229,0.5646,   0/  3,5.30496621
6,5,6,0.17698772,0.18179203,0.18179203,0.5826,   0/  3,5.30661249
6,5,7,0.17483027,0.17796528,0.17796528,0.5901,   0/  3,5.31701231
6,5,8,0.17315639,0.17639746,0.17639746,0.6037,   0/  3,5.34683156
6,5,9,0.17142386,0.1784674,0.17639746,0.599,   1/  3,5.3649404
6,5,10,0.17119433,0.17621195,0.17621195,0.6027,   1/  3,5.38896155
6,5,11,0.16975256,0.17791158,0.17621195,0.5906,   2/  3,5.44985533
6,5,12,0.16965817,0.17361449,0.17361449,0.6026,   2/  3,5.46964598
6,5,13,0.1688649,0.17634342,0.17361449,0.6056,   3/  3,5.47200155
6,6,0,0.2567041,0.16870686,0.16870686,0.6046,   0/  3,4.91810966
6,6,1,0.16210439,0.15223782,0.15223782,0.7066,   0/  3,4.97511268
6,6,2,0.15098478,0.15443793,0.15223782,0.6791,   1/  3,4.98384643
6,6,3,0.14595178,0.15022928,0.15022928,0.6899,   1/  3,4.98268986
6,6,4,0.1436426,0.13702011,0.13702011,0.7406,   1/  3,4.97681212
6,6,5,0.13896169,0.13541053,0.13541053,0.7362,   1/  3,4.97420692
6,6,6,0.13455814,0.12992506,0.12992506,0.7594,   1/  3,4.97614479
6,6,7,0.12995826,0.12286356,0.12286356,0.7738,   1/  3,4.99452877
6,6,8,0.12619244,0.12035034,0.12035034,0.7847,   1/  3,5.04835987
6,6,9,0.12206823,0.12565973,0.12035034,0.7767,   2/  3,5.09807014
6,6,10,0.12111464,0.11787519,0.11787519,0.799,   2/  3,5.13257003
6,6,11,0.11762926,0.11501388,0.11501388,0.8043,   2/  3,5.21534801
6,6,12,0.11447681,0.10989716,0.10989716,0.8166,   2/  3,5.35242939
6,6,13,0.11208707,0.11021782,0.10989716,0.8151,   3/  3,5.39752722
6,7,0,0.14263228,0.08805591,0.08805591,0.8146,   0/  3,5.4944005
6,7,1,0.08448464,0.06904446,0.06904446,0.8846,   0/  3,5.54415989
6,7,2,0.06961757,0.06599908,0.06599908,0.8944,   0/  3,5.54448891
6,7,3,0.06289119,0.05856302,0.05856302,0.9049,   0/  3,5.55331802
6,7,4,0.0590282,0.05700206,0.05700206,0.9099,   0/  3,5.54750109
6,7,5,0.05711592,0.05897995,0.05700206,0.907,   1/  3,5.53847241
6,7,6,0.0552895,0.0559124,0.0559124,0.9092,   1/  3,5.54442453
6,7,7,0.05345846,0.05613047,0.0559124,0.9103,   2/  3,5.55941534
6,7,8,0.05265312,0.06384965,0.0559124,0.8991,   3/  3,5.61052322
6,8,0,0.20972082,0.13280585,0.13280585,0.7364,   0/  3,4.99854493
6,8,1,0.12686705,0.11759829,0.11759829,0.7779,   0/  3,5.03764081
6,8,2,0.1145841,0.11083289,0.11083289,0.8007,   0/  3,5.03829265
6,8,3,0.10925678,0.10347944,0.10347944,0.8161,   0/  3,5.0290463
6,8,4,0.10672011,0.1106017,0.10347944,0.8039,   1/  3,5.03314543
6,8,5,0.10495575,0.10230947,0.10230947,0.8164,   1/  3,5.03636765
6,8,6,0.1038299,0.10142538,0.10142538,0.8233,   1/  3,5.02853584
6,8,7,0.10226588,0.10689209,0.10142538,0.8086,   2/  3,5.04359436
6,8,8,0.10194237,0.10443467,0.10142538,0.8133,   3/  3,5.09988809
6,9,0,0.34324632,0.32499371,0.32499371,0.1009,   0/  3,5.03647923
6,9,1,0.32503373,0.32502927,0.32499371,0.1135,   1/  3,5.07296991
6,9,2,0.3250445,0.3251619,0.32499371,0.101,   2/  3,5.07035661
6,9,3,0.32503844,0.32494998,0.32494998,0.1135,   2/  3,5.07304287
6,9,4,0.32502731,0.32500626,0.32494998,0.1135,   3/  3,5.06646538
7,0,0,0.31217359,0.26797003,0.26797003,0.2993,   0/  3,5.46093655
7,0,1,0.26468732,0.25899331,0.25899331,0.3009,   0/  3,5.481354
7,0,2,0.25427947,0.24542395,0.24542395,0.3925,   0/  3,5.47971988
7,0,3,0.2412398,0.23528015,0.23528015,0.4192,   0/  3,5.48455334
7,0,4,0.23314042,0.23029948,0.23029948,0.4235,   0/  3,5.53747058
7,0,5,0.2299032,0.22767493,0.22767493,0.4259,   0/  3,5.4848156
7,0,6,0.22999627,0.23635267,0.22767493,0.4007,   1/  3,5.49328208
7,0,7,0.2297732,0.22715056,0.22715056,0.4273,   1/  3,5.50732136
7,0,8,0.22782001,0.23124423,0.22715056,0.4222,   2/  3,5.56199765
7,0,9,0.22661443,0.23411429,0.22715056,0.4024,   3/  3,5.63974857
7,1,0,0.20847619,0.1457089,0.1457089,0.7019,   0/  3,5.54284525
7,1,1,0.13234427,0.11814397,0.11814397,0.7938,   0/  3,5.59851193
7,1,2,0.11081597,0.10329996,0.10329996,0.8326,   0/  3,5.59336662
7,1,3,0.09545921,0.09223284,0.09223284,0.8497,   0/  3,5.58628988
7,1,4,0.0894954,0.08977711,0.08977711,0.8561,   0/  3,5.5878768
7,1,5,0.08446863,0.09071809,0.08977711,0.8559,   1/  3,5.58547235
7,1,6,0.08276615,0.08116872,0.08116872,0.8711,   1/  3,5.59149957
7,1,7,0.08231596,0.08351349,0.08116872,0.8688,   2/  3,5.63186646
7,1,8,0.07969346,0.07997033,0.07997033,0.8731,   2/  3,5.70876265
7,1,9,0.07960606,0.07986105,0.07986105,0.8716,   2/  3,5.77537918
7,1,10,0.07773402,0.08093437,0.07986105,0.8704,   3/  3,5.83418012
7,2,0,0.29388859,0.231683,0.231683,0.3901,   0/  3,5.35288215
7,2,1,0.22100777,0.21220337,0.21220337,0.4418,   0/  3,5.39755559
7,2,2,0.20954338,0.2060872,0.2060872,0.5476,   0/  3,5.41145754
7,2,3,0.20206249,0.20471668,0.20471668,0.5553,   0/  3,5.39897394
7,2,4,0.19906962,0.19518952,0.19518952,0.5348,   0/  3,5.40071917
7,2,5,0.19204001,0.18986757,0.18986757,0.559,   0/  3,5.40662599
7,2,6,0.18766023,0.1942326,0.18986757,0.5492,   1/  3,5.39781094
7,2,7,0.18653117,0.19020562,0.18986757,0.5554,   2/  3,5.41813636
7,2,8,0.18427953,0.18853667,0.18853667,0.5488,   2/  3,5.45319819
7,2,9,0.18362685,0.18867925,0.18853667,0.5709,   3/  3,5.47961998
7,3,0,0.27832038,0.22717677,0.22717677,0.4473,   0/  3,5.4711318
7,3,1,0.22131273,0.21278858,0.21278858,0.4807,   0/  3,5.52539849
7,3,2,0.20844256,0.2080534,0.2080534,0.4896,   0/  3,5.53316283
7,3,3,0.20075856,0.19982137,0.19982137,0.5154,   0/  3,5.53825259
7,3,4,0.19591614,0.19734082,0.19734082,0.545,   0/  3,5.53396821
7,3,5,0.19268702,0.19964988,0.19734082,0.5382,   1/  3,5.53162479
7,3,6,0.19126623,0.19289562,0.19289562,0.5454,   1/  3,5.53503442
7,3,7,0.18985266,0.19460484,0.19289562,0.5437,   2/  3,5.54736447
7,3,8,0.18854178,0.19372027,0.19289562,0.5547,   3/  3,5.60188365
7,4,0,0.25676594,0.22402614,0.22402614,0.4523,   0/  3,5.18399692
7,4,1,0.21364591,0.21427854,0.21427854,0.4649,   0/  3,5.20416927
7,4,2,0.2002936,0.18157171,0.18157171,0.5979,   0/  3,5.20849228
7,4,3,0.16837646,0.16411911,0.16411911,0.6778,   0/  3,5.21063876
7,4,4,0.15492107,0.15136688,0.15136688,0.7067,   0/  3,5.20675945
7,4,5,0.14705801,0.14365295,0.14365295,0.7278,   0/  3,5.19530106
7,4,6,0.14318776,0.14471047,0.14365295,0.7263,   1/  3,5.20130849
7,4,7,0.14041984,0.13982898,0.13982898,0.739,   1/  3,5.20351434
7,4,8,0.13825502,0.13696112,0.13696112,0.7483,   1/  3,5.20778608
7,4,9,0.13649822,0.1381631,0.13696112,0.744,   2/  3,5.21248293
7,4,10,0.13536437,0.13706762,0.13696112,0.7403,   3/  3,5.21126056
7,5,0,0.33654968,0.31761707,0.31761707,0.1135,   0/  3,5.16104507
7,5,1,0.28183606,0.2672338,0.2672338,0.3399,   0/  3,5.18311453
7,5,2,0.26380634,0.26051949,0.26051949,0.3156,   0/  3,5.18449593
7,5,3,0.26132449,0.26129071,0.26051949,0.3222,   1/  3,5.18932104
7,5,4,0.26008907,0.25908595,0.25908595,0.3543,   1/  3,5.1850028
7,5,5,0.25901988,0.25895547,0.25895547,0.3432,   1/  3,5.19557166
7,5,6,0.25848639,0.26060405,0.25895547,0.3222,   2/  3,5.19608045
7,5,7,0.25783505,0.25913443,0.25895547,0.3554,   3/  3,5.19616008
7,6,0,0.17784406,0.13705951,0.13705951,0.751,   0/  3,5.49854589
7,6,1,0.12979728,0.1241797,0.1241797,0.7702,   0/  3,5.53969955
7,6,2,0.12031447,0.11208919,0.11208919,0.808,   0/  3,5.53958321
7,6,3,0.11329117,0.10743682,0.10743682,0.8175,   0/  3,5.53272605
7,6,4,0.10694189,0.09935449,0.09935449,0.8321,   0/  3,5.53979349
7,6,5,0.1017025,0.09570679,0.09570679,0.839,   0/  3,5.5400064
7,6,6,0.09836252,0.10189967,0.09570679,0.8299,   1/  3,5.54413843
7,6,7,0.09656156,0.09775263,0.09570679,0.8387,   2/  3,5.57458615
7,6,8,0.09544897,0.09083805,0.09083805,0.8506,   2/  3,5.65692115
7,6,9,0.09434653,0.09303497,0.09083805,0.8454,   3/  3,5.70810676
7,7,0,0.18779728,0.11440214,0.11440214,0.7964,   0/  3,5.52152967
7,7,1,0.10635492,0.09956293,0.09956293,0.8415,   0/  3,5.56977606
7,7,2,0.08924368,0.08103543,0.08103543,0.8749,   0/  3,5.56750274
7,7,3,0.08077573,0.07818365,0.07818365,0.8786,   0/  3,5.56945729
7,7,4,0.07601795,0.07554824,0.07554824,0.8754,   0/  3,5.57695627
7,7,5,0.07377648,0.0741276,0.0741276,0.8766,   0/  3,5.57570338
7,7,6,0.07151634,0.07092593,0.07092593,0.8875,   0/  3,5.57990861
7,7,7,0.06880399,0.06691947,0.06691947,0.8956,   0/  3,5.60882735
7,7,8,0.06726663,0.06936783,0.06691947,0.892,   1/  3,5.68612885
7,7,9,0.06573089,0.06352479,0.06352479,0.8965,   1/  3,5.73450303
7,7,10,0.06420219,0.06168495,0.06168495,0.9031,   1/  3,5.78235435
7,7,11,0.06294705,0.06063909,0.06063909,0.9005,   1/  3,5.91536188
7,7,12,0.06218735,0.06070632,0.06063909,0.9044,   2/  3,6.04263186
7,7,13,0.06122449,0.05849872,0.05849872,0.9087,   2/  3,6.05788326
7,7,14,0.06079828,0.05899575,0.05849872,0.9053,   3/  3,6.04840207
7,8,0,0.15885741,0.11120918,0.11120918,0.8133,   0/  3,4.90014434
7,8,1,0.09593853,0.08761548,0.08761548,0.8628,   0/  3,4.94931793
7,8,2,0.0817698,0.08636376,0.08636376,0.8557,   0/  3,4.94866061
7,8,3,0.07449874,0.07320387,0.07320387,0.8833,   0/  3,4.94648147
7,8,4,0.07034983,0.07054251,0.07054251,0.8876,   0/  3,4.94549799
7,8,5,0.06742616,0.06625699,0.06625699,0.8933,   0/  3,4.94864392
7,8,6,0.06518043,0.06247522,0.06247522,0.8984,   0/  3,4.94963217
7,8,7,0.06334268,0.06935378,0.06247522,0.8897,   1/  3,4.95419168
7,8,8,0.06227701,0.06750464,0.06247522,0.8966,   2/  3,4.98665738
7,8,9,0.06168701,0.06794865,0.06247522,0.891,   3/  3,5.03377295
7,9,0,0.21358938,0.15447466,0.15447466,0.6724,   0/  3,4.39384222
7,9,1,0.14178017,0.12460746,0.12460746,0.7904,   0/  3,4.42732692
7,9,2,0.11502679,0.10825522,0.10825522,0.8367,   0/  3,4.42329955
7,9,3,0.1014749,0.10217201,0.10217201,0.8392,   0/  3,4.408741
7,9,4,0.0933579,0.09026402,0.09026402,0.8619,   0/  3,4.41167116
7,9,5,0.08900676,0.08862885,0.08862885,0.8621,   0/  3,4.41099358
7,9,6,0.08645733,0.08510996,0.08510996,0.8668,   0/  3,4.41571975
7,9,7,0.08430188,0.08323593,0.08323593,0.8621,   0/  3,4.41681862
7,9,8,0.08339277,0.08895919,0.08323593,0.8574,   1/  3,4.43467927
7,9,9,0.08201263,0.08261761,0.08261761,0.8656,   1/  3,4.49754429
7,9,10,0.080202,0.08250037,0.08250037,0.8663,   1/  3,4.52987599
7,9,11,0.08005452,0.08326311,0.08250037,0.8637,   2/  3,4.56018543
7,9,12,0.07897984,0.08502975,0.08250037,0.8685,   3/  3,4.6645081
8,0,0,0.26576922,0.22323308,0.22323308,0.4001,   0/  3,5.51174545
8,0,1,0.21585241,0.20393739,0.20393739,0.5136,   0/  3,5.55939674
8,0,2,0.1972972,0.18982835,0.18982835,0.6003,   0/  3,5.5686934
8,0,3,0.1796691,0.17500243,0.17500243,0.695,   0/  3,5.57711625
8,0,4,0.16979743,0.17136152,0.17136152,0.7158,   0/  3,5.57873106
8,0,5,0.16512233,0.16794168,0.16794168,0.7257,   0/  3,5.57555032
8,0,6,0.16120139,0.16635122,0.16635122,0.7241,   0/  3,5.57744694
8,0,7,0.15791226,0.16232864,0.16232864,0.7451,   0/  3,5.59165883
8,0,8,0.15480994,0.16358651,0.16232864,0.7294,   1/  3,5.65707064
8,0,9,0.1537551,0.1642279,0.16232864,0.7397,   2/  3,5.72869849
8,0,10,0.15116874,0.15704349,0.15704349,0.7455,   2/  3,5.75410199
8,0,11,0.15082193,0.15770162,0.15704349,0.7338,   3/  3,5.81969333
8,1,0,0.26020596,0.19470196,0.19470196,0.6456,   0/  3,5.47479081
8,1,1,0.17799658,0.1801876,0.1801876,0.6783,   0/  3,5.54026103
8,1,2,0.16362884,0.16746543,0.16746543,0.6594,   0/  3,5.54378676
8,1,3,0.15584134,0.16375434,0.16375434,0.7119,   0/  3,5.54329634
8,1,4,0.15135614,0.15970629,0.15970629,0.715,   0/  3,5.53538871
8,1,5,0.14615326,0.15805563,0.15805563,0.7414,   0/  3,5.53366351
8,1,6,0.14402415,0.15124594,0.15124594,0.7573,   0/  3,5.53534865
8,1,7,0.14080346,0.15172792,0.15124594,0.7591,   1/  3,5.56250858
8,1,8,0.13817784,0.16310814,0.15124594,0.7585,   2/  3,5.60479617
8,1,9,0.13699274,0.15848057,0.15124594,0.73,   3/  3,5.6388762
8,2,0,0.26235647,0.2236652,0.2236652,0.5076,   0/  3,3.54034424
8,2,1,0.19540626,0.17530881,0.17530881,0.5914,   0/  3,3.58403468
8,2,2,0.17294,0.17207287,0.17207287,0.6497,   0/  3,3.58583331
8,2,3,0.1684675,0.16717272,0.16717272,0.6503,   0/  3,3.58628821
8,2,4,0.16607003,0.16375457,0.16375457,0.6703,   0/  3,3.59011483
8,2,5,0.16426328,0.16531829,0.16375457,0.6446,   1/  3,3.58806419
8,2,6,0.16225225,0.16208364,0.16208364,0.6733,   1/  3,3.5856688
8,2,7,0.16076408,0.16273392,0.16208364,0.6615,   2/  3,3.59402275
8,2,8,0.15992968,0.16252134,0.16208364,0.6704,   3/  3,3.59908056
8,3,0,0.24444865,0.14828137,0.14828137,0.6744,   0/  3,5.5081687
8,3,1,0.13697413,0.12100874,0.12100874,0.7666,   0/  3,5.55039978
8,3,2,0.12126121,0.11430855,0.11430855,0.7886,   0/  3,5.55444407
8,3,3,0.11464477,0.11081744,0.11081744,0.791,   0/  3,5.55525208
8,3,4,0.10975725,0.10979456,0.10979456,0.7919,   0/  3,5.55361581
8,3,5,0.10705845,0.10446402,0.10446402,0.8025,   0/  3,5.56278133
8,3,6,0.10550778,0.1058383,0.10446402,0.8005,   1/  3,5.59678841
8,3,7,0.10362798,0.11384702,0.10446402,0.7893,   2/  3,5.63792324
8,3,8,0.10278288,0.10209607,0.10209607,0.8157,   2/  3,5.69856691
8,3,9,0.10119244,0.10226082,0.10209607,0.8148,   3/  3,5.76758146
8,4,0,0.3188204,0.24711209,0.24711209,0.3272,   0/  3,5.47649193
8,4,1,0.22887556,0.21086632,0.21086632,0.5585,   0/  3,5.54105067
8,4,2,0.19828201,0.19135271,0.19135271,0.5944,   0/  3,5.54466438
8,4,3,0.18290621,0.17902995,0.17902995,0.6018,   0/  3,5.55498457
8,4,4,0.17616989,0.17025893,0.17025893,0.6618,   0/  3,5.55071235
8,4,5,0.17177322,0.16992664,0.16992664,0.6922,   0/  3,5.55609274
8,4,6,0.16892634,0.1673769,0.1673769,0.678,   0/  3,5.56033421
8,4,7,0.16673997,0.16673883,0.16673883,0.6683,   0/  3,5.58428597
8,4,8,0.16502436,0.172937,0.16673883,0.6677,   1/  3,5.67651749
8,4,9,0.16392852,0.16722298,0.16673883,0.6894,   2/  3,5.72915554
8,4,10,0.16258206,0.16371898,0.16371898,0.7016,   2/  3,5.76846218
8,4,11,0.16118383,0.16269052,0.16269052,0.6787,   2/  3,5.90490007
8,4,12,0.16017629,0.16129561,0.16129561,0.6936,   2/  3,6.03803921
8,4,13,0.15896733,0.16836776,0.16129561,0.7053,   3/  3,6.02928495
8,5,0,0.26604444,0.22533411,0.22533411,0.454,   0/  3,5.45802617
8,5,1,0.21236704,0.2105398,0.2105398,0.5208,   0/  3,5.50171757
8,5,2,0.1997895,0.2011477,0.2011477,0.5706,   0/  3,5.51372004
8,5,3,0.19372934,0.19581443,0.19581443,0.585,   0/  3,5.49729872
8,5,4,0.18953405,0.1913512,0.1913512,0.5771,   0/  3,5.50101566
8,5,5,0.1864216,0.1913686,0.1913512,0.5971,   1/  3,5.49560642
8,5,6,0.18440558,0.18665565,0.18665565,0.5961,   1/  3,5.49256945
8,5,7,0.18329432,0.18636931,0.18636931,0.6077,   1/  3,5.51667929
8,5,8,0.18170483,0.18586957,0.18586957,0.6033,   1/  3,5.57307315
8,5,9,0.18053738,0.18339431,0.18339431,0.6066,   1/  3,5.62260509
8,5,10,0.17921456,0.18379542,0.18339431,0.5934,   2/  3,5.64935422
8,5,11,0.17885401,0.18238466,0.18238466,0.607,   2/  3,5.76413059
8,5,12,0.17767943,0.18156997,0.18156997,0.594,   2/  3,5.89239883
8,5,13,0.17704761,0.18068727,0.18068727,0.5974,   2/  3,5.90607381
8,5,14,0.17561014,0.18080931,0.18068727,0.6032,   3/  3,5.90560341
8,6,0,0.34062326,0.32494586,0.32494586,0.1135,   0/  3,5.2988615
8,6,1,0.32504261,0.32498607,0.32494586,0.1135,   1/  3,5.32286549
8,6,2,0.32504291,0.32494971,0.32494586,0.1135,   2/  3,5.31418371
8,6,3,0.32505063,0.32500565,0.32494586,0.1135,   3/  3,5.31663728
8,7,0,0.30829139,0.26719702,0.26719702,0.2899,   0/  3,5.26081228
8,7,1,0.26233344,0.25765812,0.25765812,0.3293,   0/  3,5.28142285
8,7,2,0.25626704,0.25387442,0.25387442,0.346,   0/  3,5.2870574
8,7,3,0.25337116,0.25260092,0.25260092,0.3539,   0/  3,5.29064894
8,7,4,0.25185873,0.25270072,0.25260092,0.3418,   1/  3,5.28865194
8,7,5,0.25074524,0.25023681,0.25023681,0.3637,   1/  3,5.28586388
8,7,6,0.25015771,0.24990212,0.24990212,0.3526,   1/  3,5.29720902
8,7,7,0.2495152,0.24952131,0.24952131,0.3607,   1/  3,5.29302931
8,7,8,0.24900799,0.2490876,0.2490876,0.3587,   1/  3,5.33034229
8,7,9,0.24851672,0.24812907,0.24812907,0.3757,   1/  3,5.38520408
8,7,10,0.24844179,0.24896656,0.24812907,0.3562,   2/  3,5.40280032
8,7,11,0.24801861,0.24776898,0.24776898,0.365,   2/  3,5.44596887
8,7,12,0.24770526,0.24884105,0.24776898,0.3656,   3/  3,5.5859642
8,8,0,0.12641793,0.07540858,0.07540858,0.8789,   0/  3,5.46784258
8,8,1,0.07303496,0.06833284,0.06833284,0.8914,   0/  3,5.53015399
8,8,2,0.065976,0.0615152,0.0615152,0.8996,   0/  3,5.52212477
8,8,3,0.06165161,0.06276469,0.0615152,0.9007,   1/  3,5.52046013
8,8,4,0.05982803,0.0582118,0.0582118,0.9089,   1/  3,5.51863337
8,8,5,0.057758,0.05577198,0.05577198,0.9118,   1/  3,5.51801085
8,8,6,0.05615416,0.05561143,0.05561143,0.9112,   1/  3,5.5201602
8,8,7,0.05470243,0.05406797,0.05406797,0.9121,   1/  3,5.53305721
8,8,8,0.05341039,0.0560128,0.05406797,0.9094,   2/  3,5.54129982
8,8,9,0.05244147,0.05520057,0.05406797,0.9146,   3/  3,5.57731366
8,9,0,0.20500088,0.15470406,0.15470406,0.6272,   0/  3,4.38390088
8,9,1,0.14789925,0.1386229,0.1386229,0.711,   0/  3,4.43581724
8,9,2,0.13550841,0.13092306,0.13092306,0.7261,   0/  3,4.42847085
8,9,3,0.13022779,0.12940079,0.12940079,0.7407,   0/  3,4.43640876
8,9,4,0.12691508,0.12469495,0.12469495,0.7556,   0/  3,4.4301908
8,9,5,0.12494587,0.12487798,0.12469495,0.7636,   1/  3,4.42966437
8,9,6,0.12296245,0.12395321,0.12395321,0.7637,   1/  3,4.42735362
8,9,7,0.12082036,0.12362442,0.12362442,0.7624,   1/  3,4.43278527
8,9,8,0.11781574,0.11673268,0.11673268,0.786,   1/  3,4.46316147
8,9,9,0.11169328,0.10838531,0.10838531,0.8079,   1/  3,4.54438591
8,9,10,0.10822726,0.10595173,0.10595173,0.8174,   1/  3,4.58913922
8,9,11,0.10637816,0.11537892,0.10595173,0.7948,   2/  3,4.6342864
8,9,12,0.10548491,0.10506849,0.10506849,0.8107,   2/  3,4.79100752
8,9,13,0.10521241,0.10535953,0.10506849,0.8116,   3/  3,4.9206264
9,0,0,0.33818726,0.32502508,0.32502508,0.1135,   0/  3,5.66992307
9,0,1,0.32505802,0.32517208,0.32502508,0.0958,   1/  3,5.7228694
9,0,2,0.32504282,0.32501143,0.32501143,0.101,   1/  3,5.72713804
9,0,3,0.32504736,0.32497822,0.32497822,0.1135,   1/  3,5.72871566
9,0,4,0.3250552,0.32517307,0.32497822,0.1028,   2/  3,5.72644019
9,0,5,0.3250364,0.3251311,0.32497822,0.1135,   3/  3,5.72700214
9,1,0,0.19501896,0.1587153,0.1587153,0.6337,   0/  3,5.5269506
9,1,1,0.15515741,0.14645535,0.14645535,0.699,   0/  3,5.58504128
9,1,2,0.13581171,0.12621517,0.12621517,0.7414,   0/  3,5.58652806
9,1,3,0.11886388,0.11251398,0.11251398,0.7765,   0/  3,5.58675814
9,1,4,0.10751865,0.10494347,0.10494347,0.8116,   0/  3,5.5833323
9,1,5,0.09943827,0.0974378,0.0974378,0.8393,   0/  3,5.58286119
9,1,6,0.09526076,0.0938105,0.0938105,0.8365,   0/  3,5.5892725
9,1,7,0.09370847,0.09355145,0.09355145,0.8387,   0/  3,5.59393501
9,1,8,0.09139657,0.08946847,0.08946847,0.8437,   0/  3,5.66654611
9,1,9,0.08990236,0.09075303,0.08946847,0.8426,   1/  3,5.7338202
9,1,10,0.08678106,0.08600093,0.08600093,0.8537,   1/  3,5.76275206
9,1,11,0.08464766,0.08374535,0.08374535,0.8591,   1/  3,5.89370036
9,1,12,0.08269903,0.09028164,0.08374535,0.8419,   2/  3,6.01558042
9,1,13,0.08020452,0.08358061,0.08358061,0.8558,   2/  3,6.01705027
9,1,14,0.07838891,0.08133701,0.08133701,0.8604,   2/  3,6.02069545
9,1,15,0.07706543,0.07702798,0.07702798,0.8691,   2/  3,6.01672959
9,1,16,0.07622942,0.07712865,0.07702798,0.8711,   3/  3,6.01345181
9,2,0,0.30522359,0.26753641,0.26753641,0.2654,   0/  3,3.60631633
9,2,1,0.26202693,0.26013206,0.26013206,0.2759,   0/  3,3.65080404
9,2,2,0.25805563,0.25680273,0.25680273,0.2999,   0/  3,3.63867164
9,2,3,0.25647794,0.25903749,0.25680273,0.2971,   1/  3,3.63637114
9,2,4,0.25587192,0.25387988,0.25387988,0.3179,   1/  3,3.63987398
9,2,5,0.2548654,0.25518102,0.25387988,0.3016,   2/  3,3.64256668
9,2,6,0.2547803,0.25703105,0.25387988,0.2979,   3/  3,3.6418891
9,3,0,0.35054613,0.32505725,0.32505725,0.0974,   0/  3,5.39126873
9,3,1,0.32505384,0.32494099,0.32494099,0.1135,   0/  3,5.42988896
9,3,2,0.32503242,0.32511828,0.32494099,0.1135,   1/  3,5.42985582
9,3,3,0.32503467,0.32493897,0.32493897,0.1135,   1/  3,5.42919397
9,3,4,0.32503238,0.32501332,0.32493897,0.1135,   2/  3,5.42914486
9,3,5,0.32503004,0.32515839,0.32493897,0.1028,   3/  3,5.43632293
9,4,0,0.17704567,0.12438564,0.12438564,0.7746,   0/  3,5.50984764
9,4,1,0.11415509,0.1053557,0.1053557,0.777,   0/  3,5.5718925
9,4,2,0.10540941,0.10173455,0.10173455,0.8122,   0/  3,5.57253766
9,4,3,0.09997699,0.10327373,0.10173455,0.8143,   1/  3,5.56705689
9,4,4,0.09725494,0.0956227,0.0956227,0.8086,   1/  3,5.57585979
9,4,5,0.09429358,0.09638976,0.0956227,0.8121,   2/  3,5.56383181
9,4,6,0.0925924,0.0927536,0.0927536,0.8305,   2/  3,5.57296562
9,4,7,0.09080763,0.09569053,0.0927536,0.8131,   3/  3,5.5923655
9,5,0,0.3124555,0.27645296,0.27645296,0.2258,   0/  3,5.31370139
9,5,1,0.24949458,0.24129171,0.24129171,0.3615,   0/  3,5.32941127
9,5,2,0.23439829,0.2305925,0.2305925,0.3682,   0/  3,5.34078646
9,5,3,0.23246593,0.22877961,0.22877961,0.3784,   0/  3,5.34201646
9,5,4,0.23085543,0.2284784,0.2284784,0.3714,   0/  3,5.34274673
9,5,5,0.23014384,0.22604203,0.22604203,0.3708,   0/  3,5.3375802
9,5,6,0.23041289,0.22657774,0.22604203,0.3796,   1/  3,5.34347343
9,5,7,0.23018233,0.22754678,0.22604203,0.3752,   2/  3,5.37378192
9,5,8,0.22905139,0.22662755,0.22604203,0.3781,   3/  3,5.42026949
9,6,0,0.26685128,0.22465745,0.22465745,0.3841,   0/  3,5.39010429
9,6,1,0.21994265,0.21496855,0.21496855,0.4298,   0/  3,5.43193984
