Generation,PID, Epoch, Training Loss, Validation Loss,Best, Accuracy,EarlyStopCount,Runtime
3,0,9,0.12051525,0.12140429,0.12140429,0.801,   0/  3,4.91586137
3,0,10,0.11851024,0.12517006,0.12140429,0.8032,   1/  3,4.94553947
3,0,11,0.11673725,0.12083495,0.12083495,0.8002,   1/  3,4.98975778
3,0,12,0.11581046,0.12105882,0.12083495,0.7995,   2/  3,5.06765795
3,0,13,0.11459685,0.1172963,0.1172963,0.8051,   2/  3,5.07796335
3,0,14,0.11378604,0.11914165,0.1172963,0.8025,   3/  3,5.08212018
3,1,0,0.32059656,0.23525161,0.23525161,0.4261,   0/  3,5.43856883
3,1,1,0.21595287,0.20771336,0.20771336,0.5268,   0/  3,5.53350496
3,1,2,0.19742528,0.19343035,0.19343035,0.5362,   0/  3,5.54226065
3,1,3,0.18700675,0.18661526,0.18661526,0.5712,   0/  3,5.54652548
3,1,4,0.18182229,0.18634783,0.18634783,0.619,   0/  3,5.54789162
3,1,5,0.17820462,0.18149487,0.18149487,0.6102,   0/  3,5.54572678
3,1,6,0.17434762,0.18044324,0.18044324,0.627,   0/  3,5.55698943
3,1,7,0.17079954,0.18063558,0.18044324,0.645,   1/  3,5.57280779
3,1,8,0.16785034,0.17848641,0.17848641,0.6616,   1/  3,5.6298852
3,1,9,0.16579139,0.18483025,0.17848641,0.6641,   2/  3,5.68145108
3,1,10,0.16222037,0.17308418,0.17308418,0.6546,   2/  3,5.71232605
3,1,11,0.15934165,0.16701616,0.16701616,0.6819,   2/  3,5.77610874
3,1,12,0.1563938,0.17738961,0.16701616,0.6657,   3/  3,5.86699915
3,2,0,0.31016388,0.24145458,0.24145458,0.345,   0/  3,4.42445683
3,2,1,0.23545583,0.23473535,0.23473535,0.3354,   0/  3,4.49091911
3,2,2,0.22396954,0.21814976,0.21814976,0.3883,   0/  3,4.4936657
3,2,3,0.21754885,0.2166143,0.2166143,0.3908,   0/  3,4.49273634
3,2,4,0.21666066,0.21564369,0.21564369,0.4003,   0/  3,4.49299192
3,2,5,0.21603227,0.22314172,0.21564369,0.3672,   1/  3,4.49538231
3,2,6,0.2157177,0.21617968,0.21564369,0.4088,   2/  3,4.49075651
3,2,7,0.21572262,0.21556704,0.21556704,0.4103,   2/  3,4.50195169
3,2,8,0.21533701,0.21732675,0.21556704,0.3953,   3/  3,4.55522752
3,3,0,0.29302881,0.25660022,0.25660022,0.3163,   0/  3,5.0276804
3,3,1,0.2517381,0.26701002,0.25660022,0.2961,   1/  3,5.07721066
3,3,2,0.2488489,0.26094853,0.25660022,0.3165,   2/  3,5.0759232
3,3,3,0.24744984,0.24994313,0.24994313,0.3425,   2/  3,5.06530094
3,3,4,0.2460366,0.24443451,0.24443451,0.3551,   2/  3,5.06880403
3,3,5,0.24543548,0.24376834,0.24376834,0.3534,   2/  3,5.06791425
3,3,6,0.24426525,0.24402315,0.24376834,0.3415,   3/  3,5.07468939
3,4,0,0.30698132,0.26853147,0.26853147,0.3681,   0/  3,4.78228617
3,4,1,0.26047819,0.25587103,0.25587103,0.4485,   0/  3,4.82152057
3,4,2,0.25174702,0.25002955,0.25002955,0.3838,   0/  3,4.83008075
3,4,3,0.25022262,0.25213195,0.25002955,0.375,   1/  3,4.82206511
3,4,4,0.24843662,0.25476447,0.25002955,0.3604,   2/  3,4.82524538
3,4,5,0.24844852,0.24971271,0.24971271,0.3804,   2/  3,4.82930732
3,4,6,0.2488568,0.24876157,0.24876157,0.3766,   2/  3,4.82544875
3,4,7,0.24738344,0.24989784,0.24876157,0.376,   3/  3,4.83087802
3,5,0,0.25548757,0.20691917,0.20691917,0.5464,   0/  3,5.24074316
3,5,1,0.19525481,0.18797814,0.18797814,0.6183,   0/  3,5.28138733
3,5,2,0.1818072,0.1792944,0.1792944,0.6424,   0/  3,5.27758288
3,5,3,0.17549562,0.17942547,0.1792944,0.617,   1/  3,5.28824091
3,5,4,0.17213408,0.17566545,0.17566545,0.6222,   1/  3,5.2838819
3,5,5,0.17018186,0.17426882,0.17426882,0.6459,   1/  3,5.28416204
3,5,6,0.16680339,0.17978934,0.17426882,0.6516,   2/  3,5.28211689
3,5,7,0.16449932,0.16775583,0.16775583,0.6223,   2/  3,5.28585052
3,5,8,0.16307676,0.17237123,0.16775583,0.6089,   3/  3,5.29230142
3,6,0,0.32999174,0.29402033,0.29402033,0.2596,   0/  3,5.40239525
3,6,1,0.27880733,0.264752,0.264752,0.4066,   0/  3,5.44826269
3,6,2,0.19697102,0.17039136,0.17039136,0.6293,   0/  3,5.44982624
3,6,3,0.16872218,0.16325571,0.16325571,0.6452,   0/  3,5.44789457
3,6,4,0.16314649,0.16219847,0.16219847,0.6477,   0/  3,5.44982243
3,6,5,0.1611005,0.15773359,0.15773359,0.6477,   0/  3,5.44900632
3,6,6,0.1579844,0.16928853,0.15773359,0.6576,   1/  3,5.45830035
3,6,7,0.15793084,0.15589615,0.15589615,0.6516,   1/  3,5.49136567
3,6,8,0.15559848,0.15698182,0.15589615,0.6503,   2/  3,5.54810953
3,6,9,0.15372387,0.15492052,0.15492052,0.6654,   2/  3,5.5842762
3,6,10,0.15284377,0.15915018,0.15492052,0.6716,   3/  3,5.62669373
3,7,0,0.34018877,0.32499619,0.32499619,0.1135,   0/  3,4.30803227
3,7,1,0.32505585,0.32502456,0.32499619,0.098,   1/  3,4.37472129
3,7,2,0.32506016,0.32499794,0.32499619,0.1135,   2/  3,4.3759973
3,7,3,0.32505292,0.32493143,0.32493143,0.1135,   2/  3,4.43318391
3,7,4,0.32505146,0.32494863,0.32493143,0.1135,   3/  3,4.38252473
3,8,0,0.14808428,0.09870253,0.09870253,0.834,   0/  3,4.94453692
3,8,1,0.09003739,0.08172521,0.08172521,0.8706,   0/  3,4.98295712
3,8,2,0.07843529,0.07674165,0.07674165,0.8771,   0/  3,4.98867798
3,8,3,0.07117807,0.06532454,0.06532454,0.8942,   0/  3,4.9855504
3,8,4,0.06747198,0.06535914,0.06532454,0.8964,   1/  3,4.98549747
3,8,5,0.06528822,0.0652866,0.0652866,0.8998,   1/  3,4.99031806
3,8,6,0.06326507,0.06113163,0.06113163,0.9014,   1/  3,4.98394728
3,8,7,0.06066188,0.06267316,0.06113163,0.9023,   2/  3,4.99056029
3,8,8,0.05970785,0.05965811,0.05965811,0.904,   2/  3,5.02186203
3,8,9,0.05915316,0.06150993,0.05965811,0.8997,   3/  3,5.07472754
3,9,0,0.31074894,0.24383098,0.24383098,0.3525,   0/  3,4.38106179
3,9,1,0.21914958,0.20246005,0.20246005,0.5148,   0/  3,4.43165898
3,9,2,0.19102965,0.17497284,0.17497284,0.638,   0/  3,4.43093491
3,9,3,0.1658972,0.15743716,0.15743716,0.6649,   0/  3,4.43318796
3,9,4,0.14928749,0.13691422,0.13691422,0.753,   0/  3,4.43432689
3,9,5,0.1275263,0.12022515,0.12022515,0.7864,   0/  3,4.43627214
3,9,6,0.11744053,0.11297541,0.11297541,0.8014,   0/  3,4.43961763
3,9,7,0.11293436,0.11473076,0.11297541,0.7899,   1/  3,4.43909335
3,9,8,0.10884205,0.10908851,0.10908851,0.8199,   1/  3,4.48407722
3,9,9,0.1051656,0.10453186,0.10453186,0.8267,   1/  3,4.57067084
3,9,10,0.1027378,0.09987081,0.09987081,0.833,   1/  3,4.60864496
3,9,11,0.10069426,0.10419861,0.09987081,0.8327,   2/  3,4.65664315
3,9,12,0.09870009,0.09958297,0.09958297,0.8399,   2/  3,4.85036397
3,9,13,0.09747385,0.10168261,0.09958297,0.833,   3/  3,4.95954466
4,0,0,0.38659724,0.32501977,0.32501977,0.1135,   0/  3,4.93455315
4,0,1,0.32496262,0.32492026,0.32492026,0.1135,   0/  3,4.9797821
4,0,2,0.3249516,0.32492838,0.32492026,0.1135,   1/  3,4.97364759
4,0,3,0.32495752,0.32492077,0.32492026,0.1135,   2/  3,4.97082114
4,0,4,0.32495432,0.32492139,0.32492026,0.1135,   3/  3,4.97263145
4,1,0,0.29976923,0.25041332,0.25041332,0.3323,   0/  3,5.4352107
4,1,1,0.24367472,0.23470317,0.23470317,0.4723,   0/  3,5.49067378
4,1,2,0.23629411,0.22786496,0.22786496,0.4309,   0/  3,5.49200249
4,1,3,0.22567979,0.22814544,0.22786496,0.4196,   1/  3,5.49640751
4,1,4,0.22177765,0.21967387,0.21967387,0.4815,   1/  3,5.49084997
4,1,5,0.21702218,0.21729824,0.21729824,0.4794,   1/  3,5.49772096
4,1,6,0.2131349,0.21132089,0.21132089,0.4511,   1/  3,5.5021894
4,1,7,0.21231856,0.21166611,0.21132089,0.52,   2/  3,5.53394842
4,1,8,0.2098853,0.2115394,0.21132089,0.5176,   3/  3,5.60216761
4,2,0,0.27394244,0.22774337,0.22774337,0.3863,   0/  3,4.25489497
4,2,1,0.21827771,0.20763382,0.20763382,0.5408,   0/  3,4.29601026
4,2,2,0.20256192,0.19732306,0.19732306,0.5513,   0/  3,4.30147314
4,2,3,0.19296751,0.18842549,0.18842549,0.5959,   0/  3,4.30339289
4,2,4,0.18533784,0.18419286,0.18419286,0.5763,   0/  3,4.29884768
4,2,5,0.17939621,0.18183981,0.18183981,0.5906,   0/  3,4.30366135
4,2,6,0.17474807,0.1810003,0.1810003,0.6298,   0/  3,4.3012054
4,2,7,0.17168329,0.18219708,0.1810003,0.6364,   1/  3,4.30654287
4,2,8,0.1698928,0.17976813,0.17976813,0.6646,   1/  3,4.33534622
4,2,9,0.16924089,0.17297658,0.17297658,0.6667,   1/  3,4.38692093
4,2,10,0.16645115,0.17401115,0.17297658,0.6651,   2/  3,4.40653515
4,2,11,0.16645417,0.17890294,0.17297658,0.6757,   3/  3,4.44966769
4,3,0,0.33561183,0.32504478,0.32504478,0.1135,   0/  3,5.00750804
4,3,1,0.32509531,0.32495319,0.32495319,0.1135,   0/  3,5.04560614
4,3,2,0.3250844,0.32494469,0.32494469,0.1135,   0/  3,5.03837347
4,3,3,0.32507881,0.32506297,0.32494469,0.1135,   1/  3,5.05158091
4,3,4,0.32507496,0.3249954,0.32494469,0.098,   2/  3,5.04185724
4,3,5,0.32507892,0.32498047,0.32494469,0.1135,   3/  3,5.03841615
4,4,0,0.28152804,0.23797474,0.23797474,0.3785,   0/  3,5.44010592
4,4,1,0.21377305,0.19644277,0.19644277,0.5541,   0/  3,5.50284052
4,4,2,0.18854031,0.18605322,0.18605322,0.5904,   0/  3,5.50656867
4,4,3,0.18084838,0.17779332,0.17779332,0.5939,   0/  3,5.51042986
4,4,4,0.17414887,0.18329628,0.17779332,0.595,   1/  3,5.50748968
4,4,5,0.16770752,0.16389168,0.16389168,0.6098,   1/  3,5.51432753
4,4,6,0.16264963,0.17591631,0.16389168,0.6121,   2/  3,5.51861882
4,4,7,0.15949243,0.16474429,0.16389168,0.6351,   3/  3,5.53679323
4,5,0,0.2880724,0.2141862,0.2141862,0.4746,   0/  3,5.268085
4,5,1,0.19611207,0.18067196,0.18067196,0.6226,   0/  3,5.30099249
4,5,2,0.17960468,0.17886067,0.17886067,0.6346,   0/  3,5.30439329
4,5,3,0.16878381,0.16362826,0.16362826,0.6899,   0/  3,5.30258107
4,5,4,0.16161844,0.15961396,0.15961396,0.6777,   0/  3,5.30298638
4,5,5,0.15843009,0.15573039,0.15573039,0.7001,   0/  3,5.31094527
4,5,6,0.15525871,0.15103224,0.15103224,0.7284,   0/  3,5.30314136
4,5,7,0.15335506,0.15188996,0.15103224,0.7178,   1/  3,5.3141551
4,5,8,0.15104089,0.14978135,0.14978135,0.7309,   1/  3,5.34307551
4,5,9,0.14896601,0.1515935,0.14978135,0.722,   2/  3,5.36251926
4,5,10,0.1468537,0.14918405,0.14918405,0.7302,   2/  3,5.36798072
4,5,11,0.14531497,0.14521912,0.14521912,0.7408,   2/  3,5.41558099
4,5,12,0.14265099,0.14402739,0.14402739,0.7416,   2/  3,5.45573235
4,5,13,0.14052688,0.14369741,0.14369741,0.729,   2/  3,5.46298122
4,5,14,0.13942639,0.14055936,0.14055936,0.7381,   2/  3,5.46444845
4,5,15,0.13777843,0.14161207,0.14055936,0.7493,   3/  3,5.46443391
4,6,0,0.23364787,0.15811649,0.15811649,0.6815,   0/  3,4.31033206
4,6,1,0.14732448,0.1373627,0.1373627,0.7514,   0/  3,4.35468912
4,6,2,0.13032713,0.12155124,0.12155124,0.7944,   0/  3,4.35894823
4,6,3,0.12106207,0.11544186,0.11544186,0.8035,   0/  3,4.35797834
4,6,4,0.11744895,0.1162817,0.11544186,0.8004,   1/  3,4.36079741
4,6,5,0.11547816,0.11468543,0.11468543,0.8035,   1/  3,4.3571384
4,6,6,0.11393078,0.11098958,0.11098958,0.8092,   1/  3,4.36269164
4,6,7,0.11224121,0.11706141,0.11098958,0.8082,   2/  3,4.36392426
4,6,8,0.11143535,0.11256148,0.11098958,0.8109,   3/  3,4.39770412
4,7,0,0.19550634,0.14052877,0.14052877,0.7248,   0/  3,5.53659821
4,7,1,0.12261947,0.11181121,0.11181121,0.806,   0/  3,5.58763814
4,7,2,0.10074483,0.09481189,0.09481189,0.8453,   0/  3,5.58856678
4,7,3,0.09223134,0.08688868,0.08688868,0.8611,   0/  3,5.58537745
4,7,4,0.08850267,0.08572013,0.08572013,0.8606,   0/  3,5.58353972
4,7,5,0.08622915,0.08532208,0.08532208,0.8651,   0/  3,5.58766818
4,7,6,0.08301753,0.08781621,0.08532208,0.8582,   1/  3,5.59393311
4,7,7,0.07967311,0.07704031,0.07704031,0.8743,   1/  3,5.61186385
4,7,8,0.07741695,0.07691712,0.07691712,0.8759,   1/  3,5.68001151
4,7,9,0.07540815,0.07504252,0.07504252,0.873,   1/  3,5.75161219
4,7,10,0.07444681,0.07502335,0.07502335,0.8767,   1/  3,5.77579236
4,7,11,0.07322848,0.07251468,0.07251468,0.8794,   1/  3,5.88982844
4,7,12,0.07175946,0.07020579,0.07020579,0.8845,   1/  3,6.06031919
4,7,13,0.07023804,0.06858814,0.06858814,0.8878,   1/  3,6.07668018
4,7,14,0.06977077,0.06972328,0.06858814,0.8878,   2/  3,6.07527041
4,7,15,0.06957531,0.07017129,0.06858814,0.8858,   3/  3,6.07477713
4,8,0,0.21238631,0.13353874,0.13353874,0.7728,   0/  3,4.95071006
4,8,1,0.123549,0.11642718,0.11642718,0.7939,   0/  3,5.00779676
4,8,2,0.11401374,0.10630946,0.10630946,0.8247,   0/  3,5.00209045
4,8,3,0.1098415,0.10266351,0.10266351,0.8299,   0/  3,4.98987484
4,8,4,0.10758927,0.1031095,0.10266351,0.8284,   1/  3,4.99944878
4,8,5,0.1058885,0.09986173,0.09986173,0.8372,   1/  3,5.0049336
4,8,6,0.10465393,0.10330064,0.09986173,0.8285,   2/  3,5.01943135
4,8,7,0.10297225,0.10174367,0.09986173,0.8328,   3/  3,5.0564003
4,9,0,0.34509744,0.32496696,0.32496696,0.1135,   0/  3,4.47384763
4,9,1,0.32501148,0.32492346,0.32492346,0.1135,   0/  3,4.5163734
4,9,2,0.32501687,0.3249196,0.3249196,0.1135,   0/  3,4.5131557
4,9,3,0.3250004,0.32495278,0.3249196,0.1135,   1/  3,4.51498151
4,9,4,0.32502613,0.32498157,0.3249196,0.1135,   2/  3,4.5159719
4,9,5,0.32502774,0.32495656,0.3249196,0.1135,   3/  3,4.51898289
5,0,0,0.17846124,0.12113082,0.12113082,0.8025,   0/  3,5.49521828
5,0,1,0.10853825,0.09610878,0.09610878,0.8154,   0/  3,5.56335115
5,0,2,0.09522099,0.09281572,0.09281572,0.8063,   0/  3,5.5614121
5,0,3,0.09106945,0.09112248,0.09112248,0.8286,   0/  3,5.56514764
5,0,4,0.08879085,0.08905675,0.08905675,0.8321,   0/  3,5.56701088
5,0,5,0.08630327,0.08892119,0.08892119,0.827,   0/  3,5.56350565
5,0,6,0.08375804,0.08510534,0.08510534,0.8371,   0/  3,5.56933379
5,0,7,0.08281802,0.08427589,0.08427589,0.842,   0/  3,5.58954048
5,0,8,0.08184978,0.08102357,0.08102357,0.8403,   0/  3,5.65184999
5,0,9,0.08118025,0.08562662,0.08102357,0.8319,   1/  3,5.7114799
5,0,10,0.08065595,0.0870831,0.08102357,0.8236,   2/  3,5.73195219
5,0,11,0.08049113,0.08241091,0.08102357,0.8514,   3/  3,5.80162358
5,1,0,0.27720105,0.22995875,0.22995875,0.4792,   0/  3,5.47416568
5,1,1,0.22017619,0.21420934,0.21420934,0.5719,   0/  3,5.5183742
5,1,2,0.20657788,0.20308707,0.20308707,0.5957,   0/  3,5.52284765
5,1,3,0.19790599,0.19676021,0.19676021,0.6217,   0/  3,5.52092052
5,1,4,0.19184922,0.19195492,0.19195492,0.638,   0/  3,5.51804066
5,1,5,0.18732728,0.18807918,0.18807918,0.6581,   0/  3,5.51996398
5,1,6,0.18342704,0.18689677,0.18689677,0.6631,   0/  3,5.52462268
5,1,7,0.18065492,0.18634388,0.18634388,0.6863,   0/  3,5.55445957
5,1,8,0.17863305,0.1841986,0.1841986,0.6855,   0/  3,5.64137173
5,1,9,0.17671993,0.18104365,0.18104365,0.695,   0/  3,5.69457102
5,1,10,0.17480941,0.17975602,0.17975602,0.695,   0/  3,5.75090504
5,1,11,0.17273658,0.18948064,0.17975602,0.6563,   1/  3,5.91456699
5,1,12,0.17030822,0.17843722,0.17843722,0.7069,   1/  3,6.08492756
5,1,13,0.17013768,0.17787506,0.17787506,0.7088,   1/  3,6.14600778
5,1,14,0.16846842,0.17738783,0.17738783,0.7062,   1/  3,6.13863158
5,1,15,0.16827336,0.18042896,0.17738783,0.7252,   2/  3,6.14459276
5,1,16,0.16725225,0.18258929,0.17738783,0.7148,   3/  3,6.13973856
5,2,0,0.33709863,0.32499727,0.32499727,0.1135,   0/  3,3.75343037
5,2,1,0.32507163,0.32505516,0.32499727,0.1135,   1/  3,3.77418804
5,2,2,0.32505769,0.32503299,0.32499727,0.1135,   2/  3,3.77839017
5,2,3,0.32507223,0.32493166,0.32493166,0.1135,   2/  3,3.78482461
5,2,4,0.32506672,0.32501512,0.32493166,0.1135,   3/  3,3.77596188
5,3,0,0.20635949,0.15796355,0.15796355,0.739,   0/  3,5.45974898
5,3,1,0.13993521,0.12135606,0.12135606,0.8118,   0/  3,5.51115823
5,3,2,0.11528503,0.1042547,0.1042547,0.8453,   0/  3,5.50899386
5,3,3,0.10502481,0.09766851,0.09766851,0.8508,   0/  3,5.51224208
5,3,4,0.09901,0.09972131,0.09766851,0.8472,   1/  3,5.51375437
5,3,5,0.09489556,0.09368558,0.09368558,0.8587,   1/  3,5.51641893
5,3,6,0.09171257,0.09184229,0.09184229,0.8555,   1/  3,5.51317859
5,3,7,0.08939438,0.08951692,0.08951692,0.8576,   1/  3,5.52885151
5,3,8,0.08688863,0.08685754,0.08685754,0.865,   1/  3,5.57111669
5,3,9,0.08478376,0.08358789,0.08358789,0.864,   1/  3,5.62112427
5,3,10,0.08307635,0.08209763,0.08209763,0.8663,   1/  3,5.63948584
5,3,11,0.08019329,0.07903041,0.07903041,0.8732,   1/  3,5.71403241
5,3,12,0.07809119,0.08028036,0.07903041,0.8707,   2/  3,5.83909082
5,3,13,0.07755719,0.07779424,0.07779424,0.8761,   2/  3,5.84104872
5,3,14,0.07595666,0.07994366,0.07779424,0.8773,   3/  3,5.84447432
5,4,0,0.28193155,0.24738416,0.24738416,0.3899,   0/  3,5.39115834
5,4,1,0.23212755,0.22140986,0.22140986,0.4566,   0/  3,5.43088198
5,4,2,0.21521833,0.2099656,0.2099656,0.4973,   0/  3,5.43490386
5,4,3,0.20748779,0.20376556,0.20376556,0.5287,   0/  3,5.4378705
5,4,4,0.20207184,0.20274556,0.20274556,0.5575,   0/  3,5.44003415
5,4,5,0.19805981,0.20052295,0.20052295,0.5643,   0/  3,5.44107533
5,4,6,0.1951318,0.19531969,0.19531969,0.568,   0/  3,5.43743706
5,4,7,0.19236129,0.19410423,0.19410423,0.5802,   0/  3,5.45670533
5,4,8,0.1901416,0.19239367,0.19239367,0.5626,   0/  3,5.50951838
5,4,9,0.18821654,0.19249471,0.19239367,0.5806,   1/  3,5.57582474
5,4,10,0.18655363,0.20501116,0.19239367,0.5288,   2/  3,5.59517646
5,4,11,0.18482743,0.19129079,0.19129079,0.6001,   2/  3,5.67809105
5,4,12,0.18398557,0.18884507,0.18884507,0.5764,   2/  3,5.84741974
5,4,13,0.18315283,0.18872336,0.18872336,0.5793,   2/  3,5.86919427
5,4,14,0.18151029,0.18282526,0.18282526,0.6082,   2/  3,5.87666082
5,4,15,0.18065072,0.18299111,0.18282526,0.5989,   3/  3,5.87180853
5,5,0,0.35526823,0.32502865,0.32502865,0.101,   0/  3,5.31416488
5,5,1,0.3250236,0.32500738,0.32500738,0.1135,   0/  3,5.33834124
5,5,2,0.32500582,0.32502839,0.32500738,0.1135,   1/  3,5.33974862
5,5,3,0.32501621,0.32501162,0.32500738,0.1135,   2/  3,5.34321237
5,5,4,0.32503135,0.32494034,0.32494034,0.1028,   2/  3,5.33957815
5,5,5,0.32502136,0.32495836,0.32494034,0.1135,   3/  3,5.34151435
5,6,0,0.34048676,0.32520669,0.32520669,0.1135,   0/  3,4.22021484
5,6,1,0.32508437,0.32500429,0.32500429,0.1135,   0/  3,4.24343657
5,6,2,0.32509637,0.32520835,0.32500429,0.1135,   1/  3,4.25033402
5,6,3,0.32509061,0.3250252,0.32500429,0.1135,   2/  3,4.24275923
5,6,4,0.32508223,0.32509081,0.32500429,0.0974,   3/  3,4.24636126
5,7,0,0.13733804,0.08224243,0.08224243,0.8756,   0/  3,5.48536134
5,7,1,0.07214598,0.06246956,0.06246956,0.9009,   0/  3,5.54094028
5,7,2,0.0629982,0.0612134,0.0612134,0.909,   0/  3,5.53525305
5,7,3,0.05937442,0.05372085,0.05372085,0.9141,   0/  3,5.53682089
5,7,4,0.05685394,0.05500869,0.05372085,0.9116,   1/  3,5.53340602
5,7,5,0.05504294,0.05237677,0.05237677,0.9146,   1/  3,5.53842688
5,7,6,0.05326942,0.0551906,0.05237677,0.9098,   2/  3,5.53585863
5,7,7,0.05236985,0.05140233,0.05140233,0.9165,   2/  3,5.54426575
5,7,8,0.05156483,0.05140422,0.05140233,0.9186,   3/  3,5.57238722
5,8,0,0.23562841,0.1639961,0.1639961,0.6355,   0/  3,5.55808663
5,8,1,0.14623557,0.13082465,0.13082465,0.7514,   0/  3,5.61387086
5,8,2,0.12527414,0.12094752,0.12094752,0.788,   0/  3,5.61250639
5,8,3,0.11721194,0.11895417,0.11895417,0.7996,   0/  3,5.60810184
5,8,4,0.11146754,0.10551487,0.10551487,0.8211,   0/  3,5.6034987
5,8,5,0.10717995,0.10335641,0.10335641,0.8325,   0/  3,5.61422396
5,8,6,0.1040035,0.1051153,0.10335641,0.8245,   1/  3,5.60544157
5,8,7,0.10089358,0.10309302,0.10309302,0.826,   1/  3,5.62612009
5,8,8,0.09872053,0.10115341,0.10115341,0.8267,   1/  3,5.70519662
5,8,9,0.09471072,0.09667537,0.09667537,0.8411,   1/  3,5.77039313
5,8,10,0.09195186,0.10396072,0.09667537,0.8111,   2/  3,5.82485175
5,8,11,0.08974188,0.09137601,0.09137601,0.8493,   2/  3,5.89893675
5,8,12,0.0885653,0.09204825,0.09137601,0.8425,   3/  3,6.09516239
5,9,0,0.23295287,0.17619422,0.17619422,0.637,   0/  3,4.38316321
5,9,1,0.14966118,0.13802794,0.13802794,0.723,   0/  3,4.42604327
5,9,2,0.1348493,0.13173471,0.13173471,0.7803,   0/  3,4.42610002
5,9,3,0.12890397,0.1218983,0.1218983,0.7919,   0/  3,4.43140936
5,9,4,0.11298115,0.11220707,0.11220707,0.8076,   0/  3,4.42694712
5,9,5,0.10600424,0.10617595,0.10617595,0.824,   0/  3,4.42035937
5,9,6,0.10085207,0.10899217,0.10617595,0.8352,   1/  3,4.42065287
5,9,7,0.0970618,0.10306951,0.10306951,0.8491,   1/  3,4.42554021
5,9,8,0.09467105,0.09889838,0.09889838,0.8422,   1/  3,4.43448853
5,9,9,0.09335567,0.09555941,0.09555941,0.8532,   1/  3,4.49183941
5,9,10,0.09158133,0.0969975,0.09555941,0.8559,   2/  3,4.55365276
5,9,11,0.09009667,0.09493074,0.09493074,0.8495,   2/  3,4.5840385
5,9,12,0.08860095,0.09453718,0.09453718,0.8534,   2/  3,4.6551168
5,9,13,0.08741491,0.09507305,0.09453718,0.855,   3/  3,4.797436
6,0,0,0.28547271,0.20357752,0.20357752,0.6011,   0/  3,5.45467401
6,0,1,0.19055218,0.18701931,0.18701931,0.6412,   0/  3,5.54835057
6,0,2,0.17122115,0.16881809,0.16881809,0.6942,   0/  3,5.55077696
6,0,3,0.16246783,0.17095858,0.16881809,0.6905,   1/  3,5.55203581
6,0,4,0.15754029,0.16365853,0.16365853,0.7122,   1/  3,5.54138398
6,0,5,0.1498023,0.15476209,0.15476209,0.7157,   1/  3,5.54476762
6,0,6,0.14364758,0.15843201,0.15476209,0.7247,   2/  3,5.55787754
6,0,7,0.14003998,0.15271854,0.15271854,0.7117,   2/  3,5.58880973
6,0,8,0.1384548,0.15752657,0.15271854,0.7343,   3/  3,5.64482665
6,1,0,0.29104559,0.23268659,0.23268659,0.3771,   0/  3,5.47846365
6,1,1,0.21065383,0.20241225,0.20241225,0.5037,   0/  3,5.51014566
6,1,2,0.19614749,0.19496023,0.19496023,0.5318,   0/  3,5.51628113
6,1,3,0.190663,0.19229516,0.19229516,0.5405,   0/  3,5.5164752
6,1,4,0.18732488,0.18800364,0.18800364,0.5332,   0/  3,5.52240348
6,1,5,0.18532236,0.18705686,0.18705686,0.5393,   0/  3,5.52185369
6,1,6,0.18550157,0.18522463,0.18522463,0.5472,   0/  3,5.53266358
6,1,7,0.18430074,0.18516053,0.18516053,0.5531,   0/  3,5.56836605
6,1,8,0.18379129,0.18456727,0.18456727,0.553,   0/  3,5.63337827
6,1,9,0.18383783,0.18607486,0.18456727,0.5485,   1/  3,5.71042728
6,1,10,0.18268735,0.18487645,0.18456727,0.5535,   2/  3,5.76356697
6,1,11,0.18259071,0.18238746,0.18238746,0.5618,   2/  3,5.89317155
6,1,12,0.18302368,0.18341825,0.18238746,0.5515,   3/  3,6.08223724
6,2,0,0.30981213,0.27151482,0.27151482,0.2938,   0/  3,3.60850739
6,2,1,0.26137332,0.25895675,0.25895675,0.3626,   0/  3,3.63636231
6,2,2,0.25007195,0.24350846,0.24350846,0.3751,   0/  3,3.63409853
6,2,3,0.24398768,0.23866926,0.23866926,0.3962,   0/  3,3.63844061
6,2,4,0.24011683,0.23876289,0.23866926,0.3778,   1/  3,3.63046575
6,2,5,0.23454644,0.23311017,0.23311017,0.4303,   1/  3,3.6315949
6,2,6,0.23363972,0.22882649,0.22882649,0.4327,   1/  3,3.63587713
6,2,7,0.23176899,0.23361642,0.22882649,0.4275,   2/  3,3.63634729
6,2,8,0.23123119,0.22738919,0.22738919,0.4407,   2/  3,3.63878059
6,2,9,0.23091423,0.22757337,0.22738919,0.4454,   3/  3,3.67192483
6,3,0,0.28327154,0.2161595,0.2161595,0.4655,   0/  3,5.28466392
6,3,1,0.19239033,0.18466365,0.18466365,0.5658,   0/  3,5.30635238
6,3,2,0.18181334,0.18089078,0.18089078,0.5665,   0/  3,5.30067563
6,3,3,0.17769462,0.17638946,0.17638946,0.5738,   0/  3,5.30400801
6,3,4,0.17208409,0.17163089,0.17163089,0.6138,   0/  3,5.30542374
6,3,5,0.16881803,0.17108672,0.17108672,0.6116,   0/  3,5.30088139
6,3,6,0.16621479,0.16856586,0.16856586,0.6554,   0/  3,5.30881023
6,3,7,0.1636326,0.17097599,0.16856586,0.6314,   1/  3,5.3235395
6,3,8,0.15948267,0.16446039,0.16446039,0.6599,   1/  3,5.33479357
6,3,9,0.157156,0.16424122,0.16424122,0.6388,   1/  3,5.36970282
