Generation,PID, Epoch, Training Loss, Validation Loss,Best Loss(Generation), Accuracy,EarlyStopCount,RunTime
0,0,0,0.34700245,0.30052234,0.30052234,0.1981,   0/  3,3.08236599
0,0,1,0.27764496,0.26393302,0.26393302,0.2699,   0/  3,3.06900191
0,0,2,0.26245953,0.26020105,0.26020105,0.2833,   0/  3,3.07261086
0,0,3,0.26030331,0.25998753,0.25998753,0.2857,   0/  3,3.07024097
0,0,4,0.25910211,0.2599169,0.2599169,0.2818,   0/  3,3.07533693
0,0,5,0.25821801,0.25897859,0.25897859,0.2986,   0/  3,3.07421136
0,0,6,0.25786552,0.25968907,0.25897859,0.2952,   1/  3,3.07478213
0,0,7,0.25827509,0.2633647,0.25897859,0.2984,   2/  3,3.07005024
0,0,8,0.25802338,0.26315822,0.25897859,0.2797,   3/  3,3.07069659
0,1,0,0.37910587,0.32499775,0.32499775,0.1135,   0/  3,3.18390489
0,1,1,0.32496208,0.32495441,0.32495441,0.1135,   0/  3,3.21811509
0,1,2,0.32495652,0.32492517,0.32492517,0.1135,   0/  3,3.21669436
0,1,3,0.32495415,0.32493699,0.32492517,0.1135,   1/  3,3.21568823
0,1,4,0.31916437,0.28573996,0.28573996,0.2072,   1/  3,3.21111679
0,1,5,0.27673474,0.27317911,0.27317911,0.2081,   1/  3,3.20189524
0,1,6,0.27158486,0.27240809,0.27240809,0.2127,   1/  3,3.19960237
0,1,7,0.27145945,0.27142011,0.27142011,0.2091,   1/  3,3.20528126
0,1,8,0.2702355,0.27094993,0.27094993,0.2095,   1/  3,3.20616984
0,1,9,0.26951091,0.26859594,0.26859594,0.2334,   1/  3,3.24147129
0,1,10,0.25954707,0.25759901,0.25759901,0.2857,   1/  3,3.32610416
0,1,11,0.25415525,0.25112799,0.25112799,0.3027,   1/  3,3.35916448
0,1,12,0.25388865,0.26784864,0.25112799,0.2367,   2/  3,3.41346669
0,1,13,0.25105707,0.25166131,0.25112799,0.3064,   3/  3,3.60562944
0,2,0,0.34643296,0.32495774,0.32495774,0.1135,   0/  3,3.82617617
0,2,1,0.32501444,0.32496624,0.32495774,0.1135,   1/  3,3.85699964
0,2,2,0.32501651,0.32498345,0.32495774,0.1135,   2/  3,3.85539579
0,2,3,0.32501385,0.32493738,0.32493738,0.1135,   2/  3,3.85432625
0,2,4,0.32501648,0.3250146,0.32493738,0.1135,   3/  3,3.85580516
0,3,0,0.32885195,0.25989541,0.25989541,0.33,   0/  3,3.16067553
0,3,1,0.25280668,0.24433138,0.24433138,0.3564,   0/  3,3.17892504
0,3,2,0.24773774,0.24274746,0.24274746,0.373,   0/  3,3.18621874
0,3,3,0.2488273,0.24662406,0.24274746,0.3387,   1/  3,3.17961168
0,3,4,0.24710671,0.24780367,0.24274746,0.3633,   2/  3,3.18217731
0,3,5,0.24703669,0.24109293,0.24109293,0.3604,   2/  3,3.181391
0,3,6,0.24650362,0.24307752,0.24109293,0.3629,   3/  3,3.17996883
0,4,0,0.20565442,0.17641439,0.17641439,0.6691,   0/  3,3.16625023
0,4,1,0.16879965,0.16119124,0.16119124,0.6864,   0/  3,3.20117521
0,4,2,0.15163062,0.14363543,0.14363543,0.7315,   0/  3,3.20057011
0,4,3,0.13847077,0.13760772,0.13760772,0.7283,   0/  3,3.20104551
